OBJECTID_1 *;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto
1449;FP8379;незаети площадки;Якимово;Yakimovo;Якимово;село;Yakimovo;village
1450;FP9339;незаети площадки;Вълчедръм;Valchedram;Вълчедръм;град;Valchedram;town
1451;GP1389;незаети площадки;Козлодуй;Kozloduy;Бутан;село;Butan;village
1452;GP3319;незаети площадки;Мизия;Mizia;Мизия;град;Mizia;town
1453;FP2420;незаети площадки;Белоградчик;Belogradchik;Раяновци;село;Rayanovtsi;village
1454;FP4490;незаети площадки;Димово;Dimovo;Воднянци;село;Vodnyantsi;village
1455;GP1440;незаети площадки;Козлодуй;Kozloduy;Бутан;село;Butan;village
1456;GP1460;незаети площадки;Козлодуй;Kozloduy;Бутан;село;Butan;village
1457;GP2480;незаети площадки;Козлодуй;Kozloduy;Гложене;село;Glozhene;village
1458;FP2451;незаети площадки;Белоградчик;Belogradchik;Раяновци;село;Rayanovtsi;village
1459;FP3401;незаети площадки;Белоградчик;Belogradchik;Рабиша;село;Rabisha;village
1460;FP4401;незаети площадки;Димово;Dimovo;Бела;село;Bela;village
1461;FP5461;незаети площадки;Ружинци;Ruzhintzi;Дреновец;село;Drenovets;village
1462;FP6471;незаети площадки;Брусарци;Brusartzi;Крива бара;село;Kriva bara;village
1463;FP9481;незаети площадки;Вълчедръм;Valchedram;Вълчедръм;град;Valchedram;town
1464;GP3481;незаети площадки;Оряхово;Oryahovo;Оряхово;град;Oryahovo;town
1465;GP4401;незаети площадки;Оряхово;Oryahovo;Селановци;село;Selanovtsi;village
1466;FP5422;незаети площадки;Димово;Dimovo;Ярловица;село;Yarlovitsa;village
1467;GP0412;незаети площадки;Вълчедръм;Valchedram;Вълчедръм;град;Valchedram;town
1468;GP1402;незаети площадки;Вълчедръм;Valchedram;Вълчедръм;град;Valchedram;town
1469;GP1412;незаети площадки;Вълчедръм;Valchedram;Вълчедръм;град;Valchedram;town
1470;GP4402;незаети площадки;Оряхово;Oryahovo;Лесковец;село;Leskovets;village
1471;FP1453;незаети площадки;Макреш;Makresh;Раковица;село;Rakovitsa;village
1472;FP1463;незаети площадки;Макреш;Makresh;Подгоре;село;Podgore;village
1473;FP2443;незаети площадки;Белоградчик;Belogradchik;Раяновци;село;Rayanovtsi;village
1474;FP3413;незаети площадки;Димово;Dimovo;Кладоруб;село;Kladorub;village
1475;FP4433;незаети площадки;Димово;Dimovo;Костичовци;село;Kostichovtsi;village
1476;FP6463;незаети площадки;Брусарци;Brusartzi;Крива бара;село;Kriva bara;village
1477;FP7453;незаети площадки;Лом;Lom;Сталийска махала;село;Staliyska mahala;village
1478;FP8403;незаети площадки;Медковец;Medkovetz;Расово;село;Rasovo;village
1479;FP8463;незаети площадки;Якимово;Yakimovo;Комощица;село;Komoshtitsa;village
1480;FP9423;незаети площадки;Вълчедръм;Valchedram;Мокреш;село;Mokresh;village
1481;GP0463;незаети площадки;Вълчедръм;Valchedram;Вълчедръм;град;Valchedram;town
1482;GP0483;незаети площадки;Вълчедръм;Valchedram;Разград;село;Razgrad;village
1483;GP2403;незаети площадки;Козлодуй;Kozloduy;Гложене;село;Glozhene;village
1484;FP1434;незаети площадки;Макреш;Makresh;Раковица;село;Rakovitsa;village
1485;FP6494;незаети площадки;Брусарци;Brusartzi;Василовци;село;Vasilovtsi;village
1486;FP7434;незаети площадки;Брусарци;Brusartzi;Василовци;село;Vasilovtsi;village
1487;GP2424;незаети площадки;Козлодуй;Kozloduy;Гложене;село;Glozhene;village
1488;GP2434;незаети площадки;Козлодуй;Kozloduy;Гложене;село;Glozhene;village
1489;GP3454;незаети площадки;Оряхово;Oryahovo;Оряхово;град;Oryahovo;town
1490;GP3464;незаети площадки;Оряхово;Oryahovo;Оряхово;град;Oryahovo;town
1491;FP3495;незаети площадки;Димово;Dimovo;Димово;град;Dimovo;town
1492;FP5405;незаети площадки;Димово;Dimovo;Ярловица;село;Yarlovitsa;village
1493;FP5485;незаети площадки;Лом;Lom;Добри дол;село;Dobri dol;village
1494;FP6495;незаети площадки;Брусарци;Brusartzi;Василовци;село;Vasilovtsi;village
1495;GP0455;незаети площадки;Вълчедръм;Valchedram;Разград;село;Razgrad;village
1496;GP1455;незаети площадки;Козлодуй;Kozloduy;Козлодуй;град;Kozloduy;town
1497;GP3405;незаети площадки;Оряхово;Oryahovo;Оряхово;град;Oryahovo;town
1498;FP1426;незаети площадки;Макреш;Makresh;Раковица;село;Rakovitsa;village
1499;FP3496;незаети площадки;Димово;Dimovo;Димово;град;Dimovo;town
1500;FP7436;незаети площадки;Лом;Lom;Сталийска махала;село;Staliyska mahala;village
1501;FP8406;незаети площадки;Лом;Lom;Трайково;село;Traykovo;village
1502;FP8486;незаети площадки;Вълчедръм;Valchedram;Мокреш;село;Mokresh;village
1503;FP9496;незаети площадки;Вълчедръм;Valchedram;Разград;село;Razgrad;village
1504;GP2476;незаети площадки;Козлодуй;Kozloduy;Хърлец;село;Harlets;village
1505;GP4406;незаети площадки;Оряхово;Oryahovo;Оряхово;град;Oryahovo;town
1506;FP1417;незаети площадки;Макреш;Makresh;Киреево;село;Kireevo;village
1507;FP2467;незаети площадки;Макреш;Makresh;Цар Шишманово;село;Tsar Shishmanovo;village
1508;FP4437;незаети площадки;Димово;Dimovo;Лагошевци;село;Lagoshevtsi;village
1509;FP7447;незаети площадки;Лом;Lom;Трайково;село;Traykovo;village
1510;FP7497;незаети площадки;Лом;Lom;Трайково;село;Traykovo;village
1511;FP9407;незаети площадки;Вълчедръм;Valchedram;Мокреш;село;Mokresh;village
1512;GP3467;незаети площадки;Оряхово;Oryahovo;Оряхово;град;Oryahovo;town
1513;FP4468;незаети площадки;Димово;Dimovo;Държаница;село;Darzhanitsa;village
1514;FP6428;незаети площадки;Лом;Lom;Сливата;село;Slivata;village
1515;FP9488;незаети площадки;Вълчедръм;Valchedram;Разград;село;Razgrad;village
1516;GP0478;незаети площадки;Вълчедръм;Valchedram;Златия;село;Zlatia;village
1517;FP2449;незаети площадки;Макреш;Makresh;Цар Шишманово;село;Tsar Shishmanovo;village
1518;FP3459;незаети площадки;Макреш;Makresh;Вълчек;село;Valchek;village
1519;FP5409;незаети площадки;Димово;Dimovo;Мали Дреновец;село;Mali Drenovets;village
1520;FP8419;незаети площадки;Лом;Lom;Замфир;село;Zamfir;village
1521;FP1560;незаети площадки;Макреш;Makresh;Раковица;село;Rakovitsa;village
1522;FP2520;незаети площадки;Макреш;Makresh;Раковица;село;Rakovitsa;village
1523;FP4580;незаети площадки;Димово;Dimovo;Мали Дреновец;село;Mali Drenovets;village
1524;FP5530;незаети площадки;Димово;Dimovo;Мали Дреновец;село;Mali Drenovets;village
1525;FP6520;незаети площадки;Лом;Lom;Сливата;село;Slivata;village
1526;FP6540;незаети площадки;Лом;Lom;Сливата;село;Slivata;village
1527;FP6560;незаети площадки;Лом;Lom;Орсоя;село;Orsoya;village
1528;FP6570;незаети площадки;Лом;Lom;Орсоя;село;Orsoya;village
1529;FP8560;незаети площадки;Лом;Lom;Ковачица;село;Kovachitsa;village
1530;GP1500;незаети площадки;Вълчедръм;Valchedram;Горни Цибър;село;Gorni Tsibar;village
1531;GP1510;незаети площадки;Вълчедръм;Valchedram;Горни Цибър;село;Gorni Tsibar;village
1532;GP1530;незаети площадки;Козлодуй;Kozloduy;Козлодуй;град;Kozloduy;town
1533;GP2520;незаети площадки;Козлодуй;Kozloduy;Козлодуй;град;Kozloduy;town
1534;GP2530;незаети площадки;Козлодуй;Kozloduy;Козлодуй;град;Kozloduy;town
1535;GP2540;незаети площадки;Козлодуй;Kozloduy;Козлодуй;град;Kozloduy;town
1536;FP0591;незаети площадки;Макреш;Makresh;Киреево;село;Kireevo;village
1537;FP5511;незаети площадки;Димово;Dimovo;Арчар;село;Archar;village
1538;FP6591;незаети площадки;Лом;Lom;Лом;град;Lom;town
1539;FP8571;незаети площадки;Лом;Lom;Ковачица;село;Kovachitsa;village
1540;GP1511;незаети площадки;Вълчедръм;Valchedram;Горни Цибър;село;Gorni Tsibar;village
1541;GP1521;незаети площадки;Козлодуй;Kozloduy;Козлодуй;град;Kozloduy;town
1542;FP0592;незаети площадки;Макреш;Makresh;Киреево;село;Kireevo;village
1543;FP2532;незаети площадки;Грамада;Gramada;Бранковци;село;Brankovtsi;village
1544;FP2592;незаети площадки;Грамада;Gramada;Тошевци;село;Toshevtsi;village
1545;FP5542;незаети площадки;Димово;Dimovo;Арчар;село;Archar;village
1546;FP7592;незаети площадки;Лом;Lom;Лом;град;Lom;town
1547;FP8532;незаети площадки;Лом;Lom;Лом;град;Lom;town
1548;FP9542;незаети площадки;Лом;Lom;Ковачица;село;Kovachitsa;village
1549;FP9572;незаети площадки;Лом;Lom;Станево;село;Stanevo;village
1550;GP0512;незаети площадки;Вълчедръм;Valchedram;Горни Цибър;село;Gorni Tsibar;village
1551;GP0562;незаети площадки;Вълчедръм;Valchedram;Горни Цибър;село;Gorni Tsibar;village
1552;FP4513;незаети площадки;Грамада;Gramada;Срацимирово;село;Sratsimirovo;village
1553;FP4563;незаети площадки;Видин;Vidin;Въртоп;село;Vartop;village
1554;FP7593;незаети площадки;Лом;Lom;Лом;град;Lom;town
1555;FP9513;незаети площадки;Лом;Lom;Ковачица;село;Kovachitsa;village
1556;FP2594;незаети площадки;Грамада;Gramada;Тошевци;село;Toshevtsi;village
1557;FP3534;незаети площадки;Грамада;Gramada;Грамада;град;Gramada;town
1558;FP5504;незаети площадки;Димово;Dimovo;Арчар;село;Archar;village
1559;FP7564;незаети площадки;Лом;Lom;Лом;град;Lom;town
1560;FP7574;незаети площадки;Лом;Lom;Лом;град;Lom;town
1561;FP8514;незаети площадки;Лом;Lom;Лом;град;Lom;town
1562;FP9584;незаети площадки;Лом;Lom;Станево;село;Stanevo;village
1563;GP0524;незаети площадки;Вълчедръм;Valchedram;Горни Цибър;село;Gorni Tsibar;village
1564;FP1535;незаети площадки;Кула;Kula;Старопатица;село;Staropatitsa;village
1565;FP2585;незаети площадки;Грамада;Gramada;Грамада;град;Gramada;town
1566;FP3525;незаети площадки;Грамада;Gramada;Грамада;град;Gramada;town
1567;FP1566;незаети площадки;Кула;Kula;Кула;град;Kula;town
1568;FP3596;незаети площадки;Грамада;Gramada;Срацимирово;село;Sratsimirovo;village
1569;FP4506;незаети площадки;Видин;Vidin;Ивановци;село;Ivanovtsi;village
1570;FP4536;незаети площадки;Видин;Vidin;Синаговци;село;Sinagovtsi;village
1571;FP9506;незаети площадки;Лом;Lom;Ковачица;село;Kovachitsa;village
1572;FP1517;незаети площадки;Кула;Kula;Извор махала;село;Izvor mahala;village
1573;FP1558;незаети площадки;Кула;Kula;Кула;град;Kula;town
1574;FP3529;незаети площадки;Грамада;Gramada;Медешевци;село;Medeshevtsi;village
1575;FP3539;незаети площадки;Грамада;Gramada;Медешевци;село;Medeshevtsi;village
1576;FP2620;незаети площадки;Кула;Kula;Кула;град;Kula;town
1577;FP2691;незаети площадки;Грамада;Gramada;Медешевци;село;Medeshevtsi;village
1578;FP3621;незаети площадки;Грамада;Gramada;Медешевци;село;Medeshevtsi;village
1579;FP3681;незаети площадки;Грамада;Gramada;Милчина лъка;село;Milchina laka;village
1580;FP4601;незаети площадки;Грамада;Gramada;Милчина лъка;село;Milchina laka;village
1581;FP4661;незаети площадки;Видин;Vidin;Дунавци;град;Dunavtsi;town
1582;FP1632;незаети площадки;Кула;Kula;Големаново;село;Golemanovo;village
1583;FP4602;незаети площадки;Грамада;Gramada;Милчина лъка;село;Milchina laka;village
1584;FP2633;незаети площадки;Бойница;Boynitza;Бойница;село;Boynitsa;village
1585;FP1674;незаети площадки;Кула;Kula;Големаново;село;Golemanovo;village
1586;FP2604;незаети площадки;Бойница;Boynitza;Бойница;село;Boynitsa;village
1587;FP1645;незаети площадки;Кула;Kula;Големаново;село;Golemanovo;village
1588;FP4686;незаети площадки;Видин;Vidin;Дунавци;град;Dunavtsi;town
1589;FP2617;незаети площадки;Бойница;Boynitza;Бойница;село;Boynitsa;village
1590;FP3647;незаети площадки;Видин;Vidin;Бела Рада;село;Bela Rada;village
1591;FP3687;незаети площадки;Видин;Vidin;Бела Рада;село;Bela Rada;village
1592;FP1659;незаети площадки;Бойница;Boynitza;Шишенци;село;Shishentsi;village
1593;FP3609;незаети площадки;Кула;Kula;Цар-Петрово;село;Tsar Petrovo;village
1594;FP4659;незаети площадки;Видин;Vidin;Слана бара;село;Slana bara;village
1595;FP3711;незаети площадки;Кула;Kula;Тополовец;село;Topolovets;village
1596;FP3771;незаети площадки;Видин;Vidin;Пешаково;село;Peshakovo;village
1597;FP4721;незаети площадки;Видин;Vidin;Бела Рада;село;Bela Rada;village
1598;FP1762;незаети площадки;Бойница;Boynitza;Градсковски колиби;село;Gradskovski kolibi;village
1599;FP2732;незаети площадки;Бойница;Boynitza;Периловец;село;Perilovets;village
1600;FP2782;незаети площадки;Бойница;Boynitza;Бойница;село;Boynitsa;village
1601;FP4712;незаети площадки;Видин;Vidin;Бела Рада;село;Bela Rada;village
1602;FP1773;незаети площадки;Бойница;Boynitza;Бориловец;село;Borilovets;village
1603;FP1783;незаети площадки;Бойница;Boynitza;Бориловец;село;Borilovets;village
1604;FP2703;незаети площадки;Бойница;Boynitza;Бориловец;село;Borilovets;village
1605;FP5723;незаети площадки;Видин;Vidin;Видин;село;Vidin;village
1606;FP4744;незаети площадки;Видин;Vidin;Акациево;село;Akatsievo;village
1607;FP4774;незаети площадки;Видин;Vidin;Иново;село;Inovo;village
1608;FP2775;незаети площадки;Бойница;Boynitza;Каниц;село;Kanits;village
1609;FP3705;незаети площадки;Бойница;Boynitza;Бойница;село;Boynitsa;village
1610;FP5715;незаети площадки;Видин;Vidin;Покрайна;село;Pokrayna;village
1611;FP4766;незаети площадки;Видин;Vidin;Иново;село;Inovo;village
1612;FP6706;незаети площадки;Видин;Vidin;Сланотрън;село;Slanotran;village
1613;FP3787;незаети площадки;Видин;Vidin;Градец;село;Gradets;village
1614;FP3797;незаети площадки;Видин;Vidin;Градец;село;Gradets;village
1615;FP6717;незаети площадки;Видин;Vidin;Сланотрън;село;Slanotran;village
1616;FP6708;незаети площадки;Видин;Vidin;Сланотрън;село;Slanotran;village
1617;FP6718;незаети площадки;Видин;Vidin;Сланотрън;село;Slanotran;village
1618;FP5709;незаети площадки;Видин;Vidin;Капитановци;село;Kapitanovtsi;village
1619;FP5739;незаети площадки;Видин;Vidin;Покрайна;село;Pokrayna;village
1620;FP5789;незаети площадки;Видин;Vidin;Сланотрън;село;Slanotran;village
1621;FP6719;незаети площадки;Видин;Vidin;Кошава;село;Koshava;village
1622;FP5890;незаети площадки;Видин;Vidin;Сланотрън;село;Slanotran;village
1623;FP6800;незаети площадки;Видин;Vidin;Кошава;село;Koshava;village
1624;FP3861;незаети площадки;Брегово;Bregovo;Тияновци;село;Tiyanovtsi;village
1625;FP6801;незаети площадки;Видин;Vidin;Кошава;село;Koshava;village
1626;FP6821;незаети площадки;Видин;Vidin;Кошава;село;Koshava;village
1627;FP3893;незаети площадки;Брегово;Bregovo;Гъмзово;село;Gamzovo;village
1628;FP4813;незаети площадки;Брегово;Bregovo;Гъмзово;село;Gamzovo;village
1629;FP5823;незаети площадки;Ново село;Novo selo;Ясен;село;Yasen;village
1630;FP5833;незаети площадки;Ново село;Novo selo;Ясен;село;Yasen;village
1631;FP5843;незаети площадки;Видин;Vidin;Гомотарци;село;Gomotartsi;village
1632;FP3894;незаети площадки;Брегово;Bregovo;Гъмзово;село;Gamzovo;village
1633;FP4835;незаети площадки;Ново село;Novo selo;Ново село;село;Novo selo;village
1634;FP4865;незаети площадки;Ново село;Novo selo;Неговановци;село;Negovanovtsi;village
1635;FP4885;незаети площадки;Ново село;Novo selo;Ясен;село;Yasen;village
1636;FP5805;незаети площадки;Ново село;Novo selo;Ясен;село;Yasen;village
1637;FP3836;незаети площадки;Брегово;Bregovo;Ракитница;село;Rakitnitsa;village
1638;FP3856;незаети площадки;Брегово;Bregovo;Ракитница;село;Rakitnitsa;village
1639;FP2990;незаети площадки;Брегово;Bregovo;Брегово;град;Bregovo;town
1640;FP3950;незаети площадки;Брегово;Bregovo;Брегово;град;Bregovo;town
1641;FP4910;незаети площадки;Ново село;Novo selo;Ново село;село;Novo selo;village
1642;FP2991;незаети площадки;Брегово;Bregovo;Брегово;град;Bregovo;town
1643;FP3921;незаети площадки;Брегово;Bregovo;Балей;село;Baley;village
1644;FP3931;незаети площадки;Брегово;Bregovo;Балей;село;Baley;village
1645;FP4901;незаети площадки;Брегово;Bregovo;Връв;село;Vrav;village
1646;FP4921;незаети площадки;Ново село;Novo selo;Ново село;село;Novo selo;village
1647;FP3912;незаети площадки;Брегово;Bregovo;Балей;село;Baley;village
1648;FP3913;незаети площадки;Брегово;Bregovo;Балей;село;Baley;village
1649;FP4903;незаети площадки;Брегово;Bregovo;Връв;село;Vrav;village
1650;LF5667;незаети площадки;Кирково;Kirkovo;Горно Къпиново;село;Gorno Kapinovo;village
1651;LF5677;незаети площадки;Кирково;Kirkovo;Чакаларово;село;Chakalarovo;village
1652;LF6607;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1653;LF5628;незаети площадки;Кирково;Kirkovo;Горно Къпиново;село;Gorno Kapinovo;village
1654;LF6618;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1655;LF5689;незаети площадки;Кирково;Kirkovo;Чакаларово;село;Chakalarovo;village
1656;LF6629;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1657;LF6639;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1658;LF6659;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1659;LF5720;незаети площадки;Кирково;Kirkovo;Горно Къпиново;село;Gorno Kapinovo;village
1660;LF6730;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1661;LF6751;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1662;LF6742;незаети площадки;Кирково;Kirkovo;Шумнатица;село;Shumnatitsa;village
1663;LF7762;незаети площадки;Кирково;Kirkovo;Тихомир;село;Tihomir;village
1664;LF5714;незаети площадки;Кирково;Kirkovo;Дрангово;село;Drangovo;village
1665;LF6754;незаети площадки;Кирково;Kirkovo;Априлци;село;Apriltsi;village
1666;LF8764;незаети площадки;Крумовград;Krumovgrad;Девесилово;село;Devesilovo;village
1667;LF4775;незаети площадки;Кирково;Kirkovo;Дрангово;село;Drangovo;village
1668;LF5725;незаети площадки;Кирково;Kirkovo;Дрангово;село;Drangovo;village
1669;LF5795;незаети площадки;Кирково;Kirkovo;Крилатица;село;Krilatitsa;village
1670;LF7765;незаети площадки;Кирково;Kirkovo;Малкоч;село;Malkoch;village
1671;LF8745;незаети площадки;Крумовград;Krumovgrad;Егрек;село;Egrek;village
1672;LF8795;незаети площадки;Крумовград;Krumovgrad;Аврен;село;Avren;village
1673;LF9705;незаети площадки;Крумовград;Krumovgrad;Аврен;село;Avren;village
1674;LF4746;незаети площадки;Златоград;Zlatograd;Кушла;село;Kushla;village
1675;LF7746;незаети площадки;Кирково;Kirkovo;Кукуряк;село;Kukuryak;village
1676;LF7786;незаети площадки;Крумовград;Krumovgrad;Бук;село;Buk;village
1677;LF8776;незаети площадки;Крумовград;Krumovgrad;Девесилово;село;Devesilovo;village
1678;MF0766;незаети площадки;Крумовград;Krumovgrad;Горни Юруци;село;Gorni Yurutsi;village
1679;MF0796;незаети площадки;Крумовград;Krumovgrad;Горни Юруци;село;Gorni Yurutsi;village
1680;LF4737;незаети площадки;Златоград;Zlatograd;Кушла;село;Kushla;village
1681;LF5717;незаети площадки;Кирково;Kirkovo;Дрангово;село;Drangovo;village
1682;LF6757;незаети площадки;Кирково;Kirkovo;Орлица;село;Orlitsa;village
1683;LF7737;незаети площадки;Кирково;Kirkovo;Кукуряк;село;Kukuryak;village
1684;LF9717;незаети площадки;Крумовград;Krumovgrad;Аврен;село;Avren;village
1685;LF9767;незаети площадки;Крумовград;Krumovgrad;Аврен;село;Avren;village
1686;MF1747;незаети площадки;Ивайловград;Ivaylovgrad;Меден бук;село;Meden buk;village
1687;LF3798;незаети площадки;Златоград;Zlatograd;Златоград;град;Zlatograd;town
1688;LF8788;незаети площадки;Крумовград;Krumovgrad;Малък Девесил;село;Malak Devesil;village
1689;LF9718;незаети площадки;Крумовград;Krumovgrad;Аврен;село;Avren;village
1690;MF1748;незаети площадки;Ивайловград;Ivaylovgrad;Меден бук;село;Meden buk;village
1691;MF2708;незаети площадки;Ивайловград;Ivaylovgrad;Меден бук;село;Meden buk;village
1692;LF3799;незаети площадки;Златоград;Zlatograd;Златоград;град;Zlatograd;town
1693;LF4729;незаети площадки;Златоград;Zlatograd;Кушла;село;Kushla;village
1694;LF4769;незаети площадки;Кирково;Kirkovo;Горски извор;село;Gorski izvor;village
1695;MF0719;незаети площадки;Крумовград;Krumovgrad;Черничево;село;Chernichevo;village
1696;MF0759;незаети площадки;Крумовград;Krumovgrad;Стражец;село;Strazhets;village
1697;MF1729;незаети площадки;Ивайловград;Ivaylovgrad;Ботурче;село;Boturche;village
1698;MF1739;незаети площадки;Ивайловград;Ivaylovgrad;Меден бук;село;Meden buk;village
1699;MF2709;незаети площадки;Ивайловград;Ivaylovgrad;Долно Луково;село;Dolno Lukovo;village
1700;MF2719;незаети площадки;Ивайловград;Ivaylovgrad;Долно Луково;село;Dolno Lukovo;village
1701;MF2749;незаети площадки;Ивайловград;Ivaylovgrad;Долно Луково;село;Dolno Lukovo;village
1702;LF4840;незаети площадки;Златоград;Zlatograd;Кушла;село;Kushla;village
1703;LF4880;незаети площадки;Кирково;Kirkovo;Могиляне;село;Mogilyane;village
1704;LF6820;незаети площадки;Кирково;Kirkovo;Първица;село;Parvitsa;village
1705;LF7840;незаети площадки;Крумовград;Krumovgrad;Пашинци;село;Pashintsi;village
1706;LF7870;незаети площадки;Крумовград;Krumovgrad;Бук;село;Buk;village
1707;MF0870;незаети площадки;Крумовград;Krumovgrad;Долни Юруци;село;Dolni Yurutsi;village
1708;MF0880;незаети площадки;Ивайловград;Ivaylovgrad;Ботурче;село;Boturche;village
1709;MF1870;незаети площадки;Ивайловград;Ivaylovgrad;Меден бук;село;Meden buk;village
1710;LF9821;незаети площадки;Крумовград;Krumovgrad;Аврен;село;Avren;village
1711;LF3892;незаети площадки;Златоград;Zlatograd;Златоград;град;Zlatograd;town
1712;MF1872;незаети площадки;Ивайловград;Ivaylovgrad;Меден бук;село;Meden buk;village
1713;LF1873;незаети площадки;Рудозем;Rudozem;Пловдивци;село;Plovdivtsi;village
1714;LF3823;незаети площадки;Златоград;Zlatograd;Аламовци;село;Alamovtsi;village
1715;LF3863;незаети площадки;Златоград;Zlatograd;Златоград;град;Zlatograd;town
1716;LF5813;незаети площадки;Кирково;Kirkovo;Бенковски;село;Benkovski;village
1717;LF5893;незаети площадки;Кирково;Kirkovo;Дюлица;село;Dyulitsa;village
1718;LF6893;незаети площадки;Кирково;Kirkovo;Самокитка;село;Samokitka;village
1719;LF7833;незаети площадки;Крумовград;Krumovgrad;Самовила;село;Samovila;village
1720;LF8833;незаети площадки;Крумовград;Krumovgrad;Ручей;село;Ruchey;village
1721;LF9833;незаети площадки;Крумовград;Krumovgrad;Голямо Каменяне;село;Golyamo Kamenyane;village
1722;MF2863;незаети площадки;Ивайловград;Ivaylovgrad;Мандрица;село;Mandritsa;village
1723;LF1844;незаети площадки;Рудозем;Rudozem;Пловдивци;село;Plovdivtsi;village
1724;LF3884;незаети площадки;Златоград;Zlatograd;Златоград;град;Zlatograd;town
1725;LF4824;незаети площадки;Златоград;Zlatograd;Долен;село;Dolen;village
1726;LF1815;незаети площадки;Рудозем;Rudozem;Витина;село;Vitina;village
1727;LF2805;незаети площадки;Рудозем;Rudozem;Чепинци;село;Chepintsi;village
1728;LF4855;незаети площадки;Джебел;Djebel;Добринци;село;Dobrintsi;village
1729;LF6895;незаети площадки;Кирково;Kirkovo;Самокитка;село;Samokitka;village
1730;MF2805;незаети площадки;Ивайловград;Ivaylovgrad;Костилково;село;Kostilkovo;village
1731;LF2806;незаети площадки;Рудозем;Rudozem;Чепинци;село;Chepintsi;village
1732;LF2886;незаети площадки;Златоград;Zlatograd;Ерма река;село;Erma reka;village
1733;LF3876;незаети площадки;Златоград;Zlatograd;Старцево;село;Startsevo;village
1734;LF4896;незаети площадки;Джебел;Djebel;Добринци;село;Dobrintsi;village
1735;LF8826;незаети площадки;Крумовград;Krumovgrad;Сърнак;село;Sarnak;village
1736;LF8846;незаети площадки;Крумовград;Krumovgrad;Сърнак;село;Sarnak;village
1737;LF9846;незаети площадки;Крумовград;Krumovgrad;Голямо Каменяне;село;Golyamo Kamenyane;village
1738;MF2856;незаети площадки;Ивайловград;Ivaylovgrad;Мандрица;село;Mandritsa;village
1739;MF3806;незаети площадки;Ивайловград;Ivaylovgrad;Одринци;село;Odrintsi;village
1740;LF1827;незаети площадки;Рудозем;Rudozem;Витина;село;Vitina;village
1741;LF2877;незаети площадки;Златоград;Zlatograd;Ерма река;село;Erma reka;village
1742;LF5827;незаети площадки;Кирково;Kirkovo;Козлево;село;Kozlevo;village
1743;LF9867;незаети площадки;Крумовград;Krumovgrad;Перуника;село;Perunika;village
1744;LF0868;незаети площадки;Смолян;Smolyan;Сивино;село;Sivino;village
1745;LF0888;незаети площадки;Смолян;Smolyan;Горово;село;Gorovo;village
1746;LF6818;незаети площадки;Кирково;Kirkovo;Самодива;село;Samodiva;village
1747;LF6828;незаети площадки;Джебел;Djebel;Великденче;село;Velikdenche;village
1748;LF7818;незаети площадки;Кирково;Kirkovo;Нане;село;Nane;village
1749;LF8828;незаети площадки;Крумовград;Krumovgrad;Метлика;село;Metlika;village
1750;LF8838;незаети площадки;Крумовград;Krumovgrad;Сърнак;село;Sarnak;village
1751;MF0898;незаети площадки;Ивайловград;Ivaylovgrad;Гугутка;село;Gugutka;village
1752;MF1828;незаети площадки;Ивайловград;Ivaylovgrad;Гугутка;село;Gugutka;village
1753;MF1878;незаети площадки;Ивайловград;Ivaylovgrad;Плевун;село;Plevun;village
1754;MF3828;незаети площадки;Ивайловград;Ivaylovgrad;Сив кладенец;село;Siv kladenets;village
1755;LF1899;незаети площадки;Рудозем;Rudozem;Чепинци;село;Chepintsi;village
1756;LF2849;незаети площадки;Рудозем;Rudozem;Рибница;село;Ribnitsa;village
1757;LF5839;незаети площадки;Джебел;Djebel;Ямино;село;Yamino;village
1758;LF5889;незаети площадки;Кирково;Kirkovo;Самодива;село;Samodiva;village
1759;LF7859;незаети площадки;Момчилград;Momchilgrad;Ралица;село;Ralitsa;village
1760;LF9809;незаети площадки;Крумовград;Krumovgrad;Рогач;село;Rogach;village
1761;MF0809;незаети площадки;Крумовград;Krumovgrad;Багрилци;село;Bagriltsi;village
1762;MF0819;незаети площадки;Крумовград;Krumovgrad;Багрилци;село;Bagriltsi;village
1763;MF1819;незаети площадки;Ивайловград;Ivaylovgrad;Железино;село;Zhelezino;village
1764;MF2819;незаети площадки;Ивайловград;Ivaylovgrad;Костилково;село;Kostilkovo;village
1765;MF2869;незаети площадки;Ивайловград;Ivaylovgrad;Свирачи;село;Svirachi;village
1766;LF2910;незаети площадки;Рудозем;Rudozem;Чепинци;село;Chepintsi;village
1767;LF4900;незаети площадки;Неделино;Nedelino;Неделино;град;Nedelino;town
1768;LF4930;незаети площадки;Неделино;Nedelino;Козарка;село;Kozarka;village
1769;LF5970;незаети площадки;Джебел;Djebel;Козица;село;Kozitsa;village
