OBJECTID_1 *;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto
1770;LF5980;незаети площадки;Джебел;Djebel;Козица;село;Kozitsa;village
1771;LF7980;незаети площадки;Момчилград;Momchilgrad;Конче;село;Konche;village
1772;LF8910;незаети площадки;Крумовград;Krumovgrad;Луличка;село;Lulichka;village
1773;LF9900;незаети площадки;Крумовград;Krumovgrad;Рогач;село;Rogach;village
1774;LF9960;незаети площадки;Крумовград;Krumovgrad;Багрилци;село;Bagriltsi;village
1775;MF0990;незаети площадки;Ивайловград;Ivaylovgrad;Соколенци;село;Sokolentsi;village
1776;MF1990;незаети площадки;Ивайловград;Ivaylovgrad;Плевун;село;Plevun;village
1777;MF3900;незаети площадки;Ивайловград;Ivaylovgrad;Белополяне;село;Belopolyane;village
1778;LF4951;незаети площадки;Неделино;Nedelino;Козарка;село;Kozarka;village
1779;LF9901;незаети площадки;Крумовград;Krumovgrad;Рогач;село;Rogach;village
1780;LF9991;незаети площадки;Крумовград;Krumovgrad;Багрилци;село;Bagriltsi;village
1781;KF9992;незаети площадки;Смолян;Smolyan;Горна Арда;село;Gorna Arda;village
1782;LF0902;незаети площадки;Смолян;Smolyan;Арда;село;Arda;village
1783;LF1932;незаети площадки;Рудозем;Rudozem;Елховец;село;Elhovets;village
1784;LF1972;незаети площадки;Рудозем;Rudozem;Елховец;село;Elhovets;village
1785;MF0912;незаети площадки;Крумовград;Krumovgrad;Багрилци;село;Bagriltsi;village
1786;MF0942;незаети площадки;Крумовград;Krumovgrad;Багрилци;село;Bagriltsi;village
1787;LF2993;незаети площадки;Мадан;Madan;Бориново;село;Borinovo;village
1788;LF3913;незаети площадки;Мадан;Madan;Бориново;село;Borinovo;village
1789;LF3963;незаети площадки;Неделино;Nedelino;Неделино;град;Nedelino;town
1790;LF7913;незаети площадки;Момчилград;Momchilgrad;Чуково;село;Chukovo;village
1791;MF1923;незаети площадки;Ивайловград;Ivaylovgrad;Нова ливада;село;Nova livada;village
1792;MF1993;незаети площадки;Ивайловград;Ivaylovgrad;Плевун;село;Plevun;village
1793;MF2903;незаети площадки;Ивайловград;Ivaylovgrad;Ивайловград;град;Ivaylovgrad;town
1794;KF5924;незаети площадки;Сатовча;Satovcha;Годешево;село;Godeshevo;village
1795;KF9994;незаети площадки;Смолян;Smolyan;Бориково;село;Borikovo;village
1796;LF1924;незаети площадки;Смолян;Smolyan;Букаците;село;Bukatsite;village
1797;LF6984;незаети площадки;Момчилград;Momchilgrad;Чуково;село;Chukovo;village
1798;LF6994;незаети площадки;Момчилград;Momchilgrad;Чуково;село;Chukovo;village
1799;MF0914;незаети площадки;Ивайловград;Ivaylovgrad;Белополци;село;Belopoltsi;village
1800;MF0934;незаети площадки;Ивайловград;Ivaylovgrad;Белополци;село;Belopoltsi;village
1801;MF1934;незаети площадки;Ивайловград;Ivaylovgrad;Железино;село;Zhelezino;village
1802;MF2914;незаети площадки;Ивайловград;Ivaylovgrad;Ивайловград;град;Ivaylovgrad;town
1803;MF2944;незаети площадки;Ивайловград;Ivaylovgrad;Ивайловград;град;Ivaylovgrad;town
1804;MF2974;незаети площадки;Ивайловград;Ivaylovgrad;Ивайловград;град;Ivaylovgrad;town
1805;KF9995;незаети площадки;Смолян;Smolyan;Бориково;село;Borikovo;village
1806;LF0985;незаети площадки;Смолян;Smolyan;Букаците;село;Bukatsite;village
1807;LF0995;незаети площадки;Смолян;Smolyan;Букаците;село;Bukatsite;village
1808;LF2995;незаети площадки;Мадан;Madan;Бориново;село;Borinovo;village
1809;LF3945;незаети площадки;Мадан;Madan;Буково;село;Bukovo;village
1810;LF6955;незаети площадки;Момчилград;Momchilgrad;Багрянка;село;Bagryanka;village
1811;LF7925;незаети площадки;Момчилград;Momchilgrad;Друмче;село;Drumche;village
1812;LF8995;незаети площадки;Крумовград;Krumovgrad;Ковил;село;Kovil;village
1813;LF4966;незаети площадки;Джебел;Djebel;Рожденско;село;Rozhdensko;village
1814;LF9946;незаети площадки;Крумовград;Krumovgrad;Сбор;село;Sbor;village
1815;MF3906;незаети площадки;Ивайловград;Ivaylovgrad;Славеево;село;Slaveevo;village
1816;KF9977;незаети площадки;Смолян;Smolyan;Бориково;село;Borikovo;village
1817;LF0967;незаети площадки;Смолян;Smolyan;Кошница;село;Koshnitsa;village
1818;LF1947;незаети площадки;Смолян;Smolyan;Смилян;село;Smilyan;village
1819;LF2947;незаети площадки;Мадан;Madan;Мъглища;село;Maglishta;village
1820;LF3997;незаети площадки;Ардино;Ardino;Падина;село;Padina;village
1821;LF5987;незаети площадки;Джебел;Djebel;Цвятово;село;Tsvyatovo;village
1822;LF5997;незаети площадки;Джебел;Djebel;Джебел;град;Dzhebel;town
1823;LF6917;незаети площадки;Джебел;Djebel;Софийци;село;Sofiytsi;village
1824;LF7997;незаети площадки;Момчилград;Momchilgrad;Лале;село;Lale;village
1825;LF8917;незаети площадки;Крумовград;Krumovgrad;Горна кула;село;Gorna kula;village
1826;MF3907;незаети площадки;Ивайловград;Ivaylovgrad;Славеево;село;Slaveevo;village
1827;MF3917;незаети площадки;Ивайловград;Ivaylovgrad;Славеево;село;Slaveevo;village
1828;KF5908;незаети площадки;Сатовча;Satovcha;Слащен;село;Slashten;village
1829;KF5938;незаети площадки;Сатовча;Satovcha;Туховища;село;Tuhovishta;village
1830;KF9968;незаети площадки;Смолян;Smolyan;Бориково;село;Borikovo;village
1831;LF2948;незаети площадки;Мадан;Madan;Мъглища;село;Maglishta;village
1832;LF3998;незаети площадки;Ардино;Ardino;Падина;село;Padina;village
1833;MF1978;незаети площадки;Ивайловград;Ivaylovgrad;Кобилино;село;Kobilino;village
1834;MF2908;незаети площадки;Ивайловград;Ivaylovgrad;Ивайловград;град;Ivaylovgrad;town
1835;MF3918;незаети площадки;Ивайловград;Ivaylovgrad;Славеево;село;Slaveevo;village
1836;KF5939;незаети площадки;Сатовча;Satovcha;Туховища;село;Tuhovishta;village
1837;LF0989;незаети площадки;Смолян;Smolyan;Турян;село;Turyan;village
1838;LF1959;незаети площадки;Смолян;Smolyan;Полковник Серафимово;село;Polkovnik Serafimovo;village
1839;LF4979;незаети площадки;Ардино;Ardino;Теменуга;село;Temenuga;village
1840;LF5919;незаети площадки;Джебел;Djebel;Мишевско;село;Mishevsko;village
1841;LF6939;незаети площадки;Джебел;Djebel;Софийци;село;Sofiytsi;village
1842;LF7949;незаети площадки;Момчилград;Momchilgrad;Чобанка;село;Chobanka;village
1843;LF8909;незаети площадки;Момчилград;Momchilgrad;Нановица;село;Nanovitsa;village
1844;LF8929;незаети площадки;Момчилград;Momchilgrad;Нановица;село;Nanovitsa;village
1845;LG4020;незаети площадки;Ардино;Ardino;Срънско;село;Sransko;village
1846;LG5070;незаети площадки;Джебел;Djebel;Цвятово;село;Tsvyatovo;village
1847;LG7010;незаети площадки;Момчилград;Momchilgrad;Манчево;село;Manchevo;village
1848;MG1020;незаети площадки;Ивайловград;Ivaylovgrad;Чучулига;село;Chuchuliga;village
1849;MG2050;незаети площадки;Ивайловград;Ivaylovgrad;Ивайловград;град;Ivaylovgrad;town
1850;MG3000;незаети площадки;Ивайловград;Ivaylovgrad;Славеево;село;Slaveevo;village
1851;KG9081;незаети площадки;Смолян;Smolyan;Киселичево;село;Kiselichevo;village
1852;LG1061;незаети площадки;Смолян;Smolyan;Смолян;град;Smolyan;town
1853;LG2021;незаети площадки;Смолян;Smolyan;Търън;село;Taran;village
