OBJECTID;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
418;FM3656;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village;Кюстендил;Kyustendil;78598;22.626141;42.145953;ЦЪРВЕНАЯБЪЛКАКЮСТЕНДИЛ
419;FM4606;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village;Кюстендил;Kyustendil;62058;22.717558;42.086151;РАКОВОНЕВЕСТИНО
420;FM4686;незаети площадки;Невестино;Nevestino;Смоличано;село;Smolichano;village;Кюстендил;Kyustendil;67619;22.795519;42.150083;СМОЛИЧАНОНЕВЕСТИНО
421;FM5686;незаети площадки;Кочериново;Kocherinovo;Фролош;село;Frolosh;village;Кюстендил;Kyustendil;76180;22.921857;42.1306;ФРОЛОШКОЧЕРИНОВО
422;FM5696;незаети площадки;Кочериново;Kocherinovo;Фролош;село;Frolosh;village;Кюстендил;Kyustendil;76180;22.921857;42.1306;ФРОЛОШКОЧЕРИНОВО
423;FM9656;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
424;GM0686;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
425;FM2687;незаети площадки;Кюстендил;Kyustendil;Сажденик;село;Sazhdenik;village;Кюстендил;Kyustendil;65142;22.585601;42.136104;САЖДЕНИККЮСТЕНДИЛ
426;FM3607;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village;Кюстендил;Kyustendil;78598;22.626141;42.145953;ЦЪРВЕНАЯБЪЛКАКЮСТЕНДИЛ
427;FM6647;незаети площадки;Бобошево;Boboshevo;Бобошево;град;Boboshevo;town;Кюстендил;Kyustendil;4532;23.002018;42.150459;БОБОШЕВОБОБОШЕВО
428;GM1667;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
429;GM3607;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
430;GM4667;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
431;FM2668;незаети площадки;Кюстендил;Kyustendil;Сажденик;село;Sazhdenik;village;Кюстендил;Kyustendil;65142;22.585601;42.136104;САЖДЕНИККЮСТЕНДИЛ
432;FM3618;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village;Кюстендил;Kyustendil;78598;22.626141;42.145953;ЦЪРВЕНАЯБЪЛКАКЮСТЕНДИЛ
433;FM4628;незаети площадки;Невестино;Nevestino;Пелатиково;село;Pelatikovo;village;Кюстендил;Kyustendil;55734;22.776306;42.179644;ПЕЛАТИКОВОНЕВЕСТИНО
434;FM4648;незаети площадки;Невестино;Nevestino;Пелатиково;село;Pelatikovo;village;Кюстендил;Kyustendil;55734;22.776306;42.179644;ПЕЛАТИКОВОНЕВЕСТИНО
435;FM6618;незаети площадки;Кочериново;Kocherinovo;Цървище;село;Tsarvishte;village;Кюстендил;Kyustendil;78625;22.967928;42.136603;ЦЪРВИЩЕКОЧЕРИНОВО
436;FM8648;незаети площадки;Рила;Rila;Пастра;село;Pastra;village;Кюстендил;Kyustendil;55539;23.220722;42.127106;ПАСТРАРИЛА
437;GM1608;незаети площадки;Самоков;Samokov;Бели Искър;село;Beli Iskar;village;София;Sofia;3441;23.538411;42.271639;БЕЛИИСКЪРСАМОКОВ
438;GM2628;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
439;FM2679;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village;Кюстендил;Kyustendil;78598;22.626141;42.145953;ЦЪРВЕНАЯБЪЛКАКЮСТЕНДИЛ
440;FM2699;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village;Кюстендил;Kyustendil;78598;22.626141;42.145953;ЦЪРВЕНАЯБЪЛКАКЮСТЕНДИЛ
441;FM9689;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
442;GM2689;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
443;GM3679;незаети площадки;Белово;Belovo;Сестримо;село;Sestrimo;village;Пазарджик;Pazardjik;66319;23.92549;42.213977;СЕСТРИМОБЕЛОВО
444;GM4639;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
445;FM2750;незаети площадки;Кюстендил;Kyustendil;Каменичка Скакавица;село;Kamenichka Skakavitsa;village;Кюстендил;Kyustendil;35835;22.510337;42.233162;КАМЕНИЧКАСКАКАВИЦАКЮСТЕНДИЛ
446;FM3720;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village;Кюстендил;Kyustendil;78598;22.626141;42.145953;ЦЪРВЕНАЯБЪЛКАКЮСТЕНДИЛ
447;FM6750;незаети площадки;Бобошево;Boboshevo;Сопово;село;Sopovo;village;Кюстендил;Kyustendil;68062;23.024187;42.174034;СОПОВОБОБОШЕВО
448;FM7720;незаети площадки;Бобошево;Boboshevo;Бадино;село;Badino;village;Кюстендил;Kyustendil;2172;23.103893;42.17625;БАДИНОБОБОШЕВО
449;FM7750;незаети площадки;Бобошево;Boboshevo;Бадино;село;Badino;village;Кюстендил;Kyustendil;2172;23.103893;42.17625;БАДИНОБОБОШЕВО
450;GM1700;незаети площадки;Самоков;Samokov;Бели Искър;село;Beli Iskar;village;София;Sofia;3441;23.538411;42.271639;БЕЛИИСКЪРСАМОКОВ
451;GM1710;незаети площадки;Самоков;Samokov;Бели Искър;село;Beli Iskar;village;София;Sofia;3441;23.538411;42.271639;БЕЛИИСКЪРСАМОКОВ
452;GM4710;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
453;FM7741;незаети площадки;Бобошево;Boboshevo;Бадино;село;Badino;village;Кюстендил;Kyustendil;2172;23.103893;42.17625;БАДИНОБОБОШЕВО
454;FM9751;незаети площадки;Самоков;Samokov;Говедарци;село;Govedartsi;village;София;Sofia;15285;23.482128;42.26536;ГОВЕДАРЦИСАМОКОВ
455;GM0751;незаети площадки;Самоков;Samokov;Мала църква;село;Mala tsarkva;village;София;Sofia;46276;23.509444;42.265865;МАЛАЦЪРКВАСАМОКОВ
456;GM1741;незаети площадки;Самоков;Samokov;Самоков;град;Samokov;town;София;Sofia;65231;23.555411;42.337139;САМОКОВСАМОКОВ
457;FM2772;незаети площадки;Кюстендил;Kyustendil;Раненци;село;Ranentsi;village;Кюстендил;Kyustendil;62181;22.514245;42.262625;РАНЕНЦИКЮСТЕНДИЛ
458;FM3762;незаети площадки;Кюстендил;Kyustendil;Богослов;село;Bogoslov;village;Кюстендил;Kyustendil;4796;22.67131;42.249681;БОГОСЛОВКЮСТЕНДИЛ
459;FM4712;незаети площадки;Невестино;Nevestino;Кадровица;село;Kadrovitsa;village;Кюстендил;Kyustendil;35119;22.740711;42.20128;КАДРОВИЦАНЕВЕСТИНО
460;FM4762;незаети площадки;Невестино;Nevestino;Рашка Гращица;село;Rashka Grashtitsa;village;Кюстендил;Kyustendil;62284;22.778459;42.207323;РАШКАГРАЩИЦАНЕВЕСТИНО
461;FM6722;незаети площадки;Бобошево;Boboshevo;Вуково;село;Vukovo;village;Кюстендил;Kyustendil;12351;22.969083;42.193834;ВУКОВОБОБОШЕВО
462;GM0732;незаети площадки;Самоков;Samokov;Говедарци;село;Govedartsi;village;София;Sofia;15285;23.482128;42.26536;ГОВЕДАРЦИСАМОКОВ
463;GM1722;незаети площадки;Самоков;Samokov;Бели Искър;село;Beli Iskar;village;София;Sofia;3441;23.538411;42.271639;БЕЛИИСКЪРСАМОКОВ
464;FM2773;незаети площадки;Кюстендил;Kyustendil;Раненци;село;Ranentsi;village;Кюстендил;Kyustendil;62181;22.514245;42.262625;РАНЕНЦИКЮСТЕНДИЛ
465;FM3703;незаети площадки;Кюстендил;Kyustendil;Раненци;село;Ranentsi;village;Кюстендил;Kyustendil;62181;22.514245;42.262625;РАНЕНЦИКЮСТЕНДИЛ
466;FM8753;незаети площадки;Рила;Rila;Пастра;село;Pastra;village;Кюстендил;Kyustendil;55539;23.220722;42.127106;ПАСТРАРИЛА
467;GM2773;незаети площадки;Костенец;Kostenetz;Костенец;село;Kostenets;village;София;Sofia;38902;23.858087;42.310216;КОСТЕНЕЦКОСТЕНЕЦ
468;GM4743;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
469;FM2794;незаети площадки;Кюстендил;Kyustendil;Раненци;село;Ranentsi;village;Кюстендил;Kyustendil;62181;22.514245;42.262625;РАНЕНЦИКЮСТЕНДИЛ
470;FM4704;незаети площадки;Кюстендил;Kyustendil;Граница;село;Granitsa;village;Кюстендил;Kyustendil;17751;22.743914;42.256196;ГРАНИЦАКЮСТЕНДИЛ
471;FM5744;незаети площадки;Невестино;Nevestino;Друмохар;село;Drumohar;village;Кюстендил;Kyustendil;23827;22.871781;42.204969;ДРУМОХАРНЕВЕСТИНО
472;FM8794;незаети площадки;Дупница;Dupnitza;Самораново;село;Samoranovo;village;Кюстендил;Kyustendil;65245;23.158323;42.265497;САМОРАНОВОДУПНИЦА
473;GM2724;незаети площадки;Самоков;Samokov;Радуил;село;Raduil;village;София;Sofia;61604;23.688574;42.285898;РАДУИЛСАМОКОВ
474;GM2744;незаети площадки;Костенец;Kostenetz;Костенец;село;Kostenets;village;София;Sofia;38902;23.858087;42.310216;КОСТЕНЕЦКОСТЕНЕЦ
475;GM3704;незаети площадки;Костенец;Kostenetz;Костенец;село;Kostenets;village;София;Sofia;38902;23.858087;42.310216;КОСТЕНЕЦКОСТЕНЕЦ
476;GM4744;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
477;FM5725;незаети площадки;Невестино;Nevestino;Друмохар;село;Drumohar;village;Кюстендил;Kyustendil;23827;22.871781;42.204969;ДРУМОХАРНЕВЕСТИНО
478;FM9715;незаети площадки;Самоков;Samokov;Говедарци;село;Govedartsi;village;София;Sofia;15285;23.482128;42.26536;ГОВЕДАРЦИСАМОКОВ
479;GM0715;незаети площадки;Самоков;Samokov;Говедарци;село;Govedartsi;village;София;Sofia;15285;23.482128;42.26536;ГОВЕДАРЦИСАМОКОВ
480;GM3715;незаети площадки;Костенец;Kostenetz;Костенец;село;Kostenets;village;София;Sofia;38902;23.858087;42.310216;КОСТЕНЕЦКОСТЕНЕЦ
481;GM3795;незаети площадки;Белово;Belovo;Сестримо;село;Sestrimo;village;Пазарджик;Pazardjik;66319;23.92549;42.213977;СЕСТРИМОБЕЛОВО
482;FM3726;незаети площадки;Кюстендил;Kyustendil;Жиленци;село;Zhilentsi;village;Кюстендил;Kyustendil;29386;22.642917;42.269467;ЖИЛЕНЦИКЮСТЕНДИЛ
483;FM4736;незаети площадки;Кюстендил;Kyustendil;Граница;село;Granitsa;village;Кюстендил;Kyustendil;17751;22.743914;42.256196;ГРАНИЦАКЮСТЕНДИЛ
484;FM5796;незаети площадки;Невестино;Nevestino;Мърводол;село;Marvodol;village;Кюстендил;Kyustendil;49566;22.908241;42.231262;МЪРВОДОЛНЕВЕСТИНО
485;FM6756;незаети площадки;Бобошево;Boboshevo;Каменик;село;Kamenik;village;Кюстендил;Kyustendil;35804;23.01832;42.218087;КАМЕНИКБОБОШЕВО
486;FM8746;незаети площадки;Дупница;Dupnitza;Самораново;село;Samoranovo;village;Кюстендил;Kyustendil;65245;23.158323;42.265497;САМОРАНОВОДУПНИЦА
487;FM8796;незаети площадки;Сапарева баня;Sapareva banya;Ресилово;село;Resilovo;village;Кюстендил;Kyustendil;62520;23.190568;42.271658;РЕСИЛОВОСАПАРЕВАБАНЯ
