OBJECTID;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
264;FM6309;незаети площадки;Благоевград;Blagoevgrad;Габрово;село;Gabrovo;village;Благоевград;Blagoevgrad;14204;22.943578;41.898052;ГАБРОВОБЛАГОЕВГРАД
265;FM6339;незаети площадки;Благоевград;Blagoevgrad;Габрово;село;Gabrovo;village;Благоевград;Blagoevgrad;14204;22.943578;41.898052;ГАБРОВОБЛАГОЕВГРАД
266;GM0319;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town;Благоевград;Blagoevgrad;61813;23.468033;41.886515;РАЗЛОГРАЗЛОГ
267;GM1339;незаети площадки;Разлог;Razlog;Баня;село;Banya;village;Благоевград;Blagoevgrad;2693;23.522653;41.882626;БАНЯРАЗЛОГ
268;GM1359;незаети площадки;Белица;Belitza;Горно Краище;село;Gorno Kraishte;village;Благоевград;Blagoevgrad;77596;23.590362;41.902775;ГОРНОКРАИЩЕБЕЛИЦА
269;GM2309;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village;Благоевград;Blagoevgrad;27293;23.622485;41.867737;ЕЛЕШНИЦАРАЗЛОГ
270;GM2359;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village;Благоевград;Blagoevgrad;27293;23.622485;41.867737;ЕЛЕШНИЦАРАЗЛОГ
271;GM2379;незаети площадки;Белица;Belitza;Златарица;село;Zlataritsa;village;Благоевград;Blagoevgrad;14521;23.728069;41.905417;ЗЛАТАРИЦАБЕЛИЦА
272;FM5490;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village;Благоевград;Blagoevgrad;43520;22.978794;41.931823;ЛЕШКОБЛАГОЕВГРАД
273;FM7410;незаети площадки;Симитли;Simitli;Докатичево;село;Dokatichevo;village;Благоевград;Blagoevgrad;21837;23.056289;41.884631;ДОКАТИЧЕВОСИМИТЛИ
274;FM9410;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town;Благоевград;Blagoevgrad;61813;23.468033;41.886515;РАЗЛОГРАЗЛОГ
275;FM9490;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town;Благоевград;Blagoevgrad;61813;23.468033;41.886515;РАЗЛОГРАЗЛОГ
276;GM0460;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town;Благоевград;Blagoevgrad;61813;23.468033;41.886515;РАЗЛОГРАЗЛОГ
277;GM2430;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village;Благоевград;Blagoevgrad;27293;23.622485;41.867737;ЕЛЕШНИЦАРАЗЛОГ
278;GM3440;незаети площадки;Велинград;Velingrad;Бозьова;село;Bozyova;village;Пазарджик;Pazardjik;7853;23.761848;41.935175;БОЗЬОВАВЕЛИНГРАД
279;GM3470;незаети площадки;Велинград;Velingrad;Кръстава;село;Krastava;village;Пазарджик;Pazardjik;41136;23.820778;41.959891;КРЪСТАВАВЕЛИНГРАД
280;FM5481;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village;Благоевград;Blagoevgrad;43520;22.978794;41.931823;ЛЕШКОБЛАГОЕВГРАД
281;FM6451;незаети площадки;Благоевград;Blagoevgrad;Падеш;село;Padesh;village;Благоевград;Blagoevgrad;55107;23.000369;41.930315;ПАДЕШБЛАГОЕВГРАД
282;GM2411;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village;Благоевград;Blagoevgrad;27293;23.622485;41.867737;ЕЛЕШНИЦАРАЗЛОГ
283;FM7462;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village;Благоевград;Blagoevgrad;17405;23.195836;41.919652;ГРАДЕВОСИМИТЛИ
284;FM8412;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village;Благоевград;Blagoevgrad;17405;23.195836;41.919652;ГРАДЕВОСИМИТЛИ
285;FM8442;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village;Благоевград;Blagoevgrad;17405;23.195836;41.919652;ГРАДЕВОСИМИТЛИ
286;GM1402;незаети площадки;Разлог;Razlog;Баня;село;Banya;village;Благоевград;Blagoevgrad;2693;23.522653;41.882626;БАНЯРАЗЛОГ
287;GM4452;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village;Пазарджик;Pazardjik;17823;23.923502;41.959409;ГРАШЕВОВЕЛИНГРАД
288;FM8443;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village;Благоевград;Blagoevgrad;17405;23.195836;41.919652;ГРАДЕВОСИМИТЛИ
289;GM1433;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town;Благоевград;Blagoevgrad;3504;23.562883;41.947846;БЕЛИЦАБЕЛИЦА
290;FM7414;незаети площадки;Симитли;Simitli;Железница;село;Zheleznitsa;village;Благоевград;Blagoevgrad;29146;23.105011;41.926387;ЖЕЛЕЗНИЦАСИМИТЛИ
291;GM0474;незаети площадки;Разлог;Razlog;Годлево;село;Godlevo;village;Благоевград;Blagoevgrad;15326;23.478181;41.930693;ГОДЛЕВОРАЗЛОГ
292;GM1454;незаети площадки;Белица;Belitza;Краище;село;Kraishte;village;Благоевград;Blagoevgrad;39270;23.584858;41.913963;КРАИЩЕБЕЛИЦА
293;GM2474;незаети площадки;Белица;Belitza;Златарица;село;Zlataritsa;village;Благоевград;Blagoevgrad;14521;23.728069;41.905417;ЗЛАТАРИЦАБЕЛИЦА
294;GM3474;незаети площадки;Велинград;Velingrad;Кръстава;село;Krastava;village;Пазарджик;Pazardjik;41136;23.820778;41.959891;КРЪСТАВАВЕЛИНГРАД
295;FM5465;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village;Благоевград;Blagoevgrad;43520;22.978794;41.931823;ЛЕШКОБЛАГОЕВГРАД
296;FM9435;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town;Благоевград;Blagoevgrad;61813;23.468033;41.886515;РАЗЛОГРАЗЛОГ
297;GM0455;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village;Благоевград;Blagoevgrad;21748;23.479771;41.969543;ДОБЪРСКОРАЗЛОГ
298;GM2405;незаети площадки;Белица;Belitza;Кузьово;село;Kuzyovo;village;Благоевград;Blagoevgrad;40453;23.655931;41.939035;КУЗЬОВОБЕЛИЦА
299;GM4465;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village;Пазарджик;Pazardjik;17823;23.923502;41.959409;ГРАШЕВОВЕЛИНГРАД
300;FM5486;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village;Благоевград;Blagoevgrad;43520;22.978794;41.931823;ЛЕШКОБЛАГОЕВГРАД
301;FM8476;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village;Благоевград;Blagoevgrad;17405;23.195836;41.919652;ГРАДЕВОСИМИТЛИ
302;FM9476;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village;Благоевград;Blagoevgrad;2960;23.452763;41.921555;БАЧЕВОРАЗЛОГ
303;GM0416;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village;Благоевград;Blagoevgrad;2960;23.452763;41.921555;БАЧЕВОРАЗЛОГ
304;GM3416;незаети площадки;Велинград;Velingrad;Бозьова;село;Bozyova;village;Пазарджик;Pazardjik;7853;23.761848;41.935175;БОЗЬОВАВЕЛИНГРАД
305;FM6417;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village;Благоевград;Blagoevgrad;43520;22.978794;41.931823;ЛЕШКОБЛАГОЕВГРАД
306;FM7457;незаети площадки;Благоевград;Blagoevgrad;Церово;село;Tserovo;village;Благоевград;Blagoevgrad;78464;23.127212;41.959047;ЦЕРОВОБЛАГОЕВГРАД
307;GM1497;незаети площадки;Белица;Belitza;Бабяк;село;Babyak;village;Благоевград;Blagoevgrad;2107;23.681105;41.955328;БАБЯКБЕЛИЦА
308;GM2427;незаети площадки;Белица;Belitza;Бабяк;село;Babyak;village;Благоевград;Blagoevgrad;2107;23.681105;41.955328;БАБЯКБЕЛИЦА
309;GM4427;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village;Пазарджик;Pazardjik;17823;23.923502;41.959409;ГРАШЕВОВЕЛИНГРАД
310;FM5458;незаети площадки;Благоевград;Blagoevgrad;Клисура;село;Klisura;village;Благоевград;Blagoevgrad;37263;22.908343;42.019913;КЛИСУРАБЛАГОЕВГРАД
311;FM6438;незаети площадки;Благоевград;Blagoevgrad;Логодаж;село;Logodazh;village;Благоевград;Blagoevgrad;68792;22.93884;41.993091;ЛОГОДАЖБЛАГОЕВГРАД
312;FM6468;незаети площадки;Благоевград;Blagoevgrad;Покровник;село;Pokrovnik;village;Благоевград;Blagoevgrad;57159;23.053842;41.982286;ПОКРОВНИКБЛАГОЕВГРАД
313;FM9488;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village;Благоевград;Blagoevgrad;2960;23.452763;41.921555;БАЧЕВОРАЗЛОГ
314;GM1488;незаети площадки;Белица;Belitza;Бабяк;село;Babyak;village;Благоевград;Blagoevgrad;2107;23.681105;41.955328;БАБЯКБЕЛИЦА
315;GM3478;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village;Пазарджик;Pazardjik;17823;23.923502;41.959409;ГРАШЕВОВЕЛИНГРАД
316;FM6409;незаети площадки;Благоевград;Blagoevgrad;Логодаж;село;Logodazh;village;Благоевград;Blagoevgrad;68792;22.93884;41.993091;ЛОГОДАЖБЛАГОЕВГРАД
317;FM7449;незаети площадки;Благоевград;Blagoevgrad;Изгрев;село;Izgrev;village;Благоевград;Blagoevgrad;134;23.11139;41.989023;ИЗГРЕВБЛАГОЕВГРАД
318;FM8499;незаети площадки;Симитли;Simitli;Долно Осеново;село;Dolno Osenovo;village;Благоевград;Blagoevgrad;22753;23.240642;41.955211;ДОЛНООСЕНОВОСИМИТЛИ
319;GM0429;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village;Благоевград;Blagoevgrad;21748;23.479771;41.969543;ДОБЪРСКОРАЗЛОГ
320;GM4409;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village;Пазарджик;Pazardjik;17823;23.923502;41.959409;ГРАШЕВОВЕЛИНГРАД
321;GM4449;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village;Пазарджик;Pazardjik;17823;23.923502;41.959409;ГРАШЕВОВЕЛИНГРАД
322;FM5560;незаети площадки;Благоевград;Blagoevgrad;Клисура;село;Klisura;village;Благоевград;Blagoevgrad;37263;22.908343;42.019913;КЛИСУРАБЛАГОЕВГРАД
323;FM5570;незаети площадки;Благоевград;Blagoevgrad;Клисура;село;Klisura;village;Благоевград;Blagoevgrad;37263;22.908343;42.019913;КЛИСУРАБЛАГОЕВГРАД
324;FM8500;незаети площадки;Благоевград;Blagoevgrad;Марулево;село;Marulevo;village;Благоевград;Blagoevgrad;47370;23.168017;42.002049;МАРУЛЕВОБЛАГОЕВГРАД
325;GM1560;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town;Благоевград;Blagoevgrad;3504;23.562883;41.947846;БЕЛИЦАБЕЛИЦА
326;FM6511;незаети площадки;Благоевград;Blagoevgrad;Логодаж;село;Logodazh;village;Благоевград;Blagoevgrad;68792;22.93884;41.993091;ЛОГОДАЖБЛАГОЕВГРАД
327;FM6591;незаети площадки;Благоевград;Blagoevgrad;Покровник;село;Pokrovnik;village;Благоевград;Blagoevgrad;57159;23.053842;41.982286;ПОКРОВНИКБЛАГОЕВГРАД
328;FM7511;незаети площадки;Благоевград;Blagoevgrad;Покровник;село;Pokrovnik;village;Благоевград;Blagoevgrad;57159;23.053842;41.982286;ПОКРОВНИКБЛАГОЕВГРАД
329;FM7581;незаети площадки;Благоевград;Blagoevgrad;Марулево;село;Marulevo;village;Благоевград;Blagoevgrad;47370;23.168017;42.002049;МАРУЛЕВОБЛАГОЕВГРАД
330;GM0551;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village;Благоевград;Blagoevgrad;21748;23.479771;41.969543;ДОБЪРСКОРАЗЛОГ
331;GM0561;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village;Благоевград;Blagoevgrad;21748;23.479771;41.969543;ДОБЪРСКОРАЗЛОГ
332;GM2551;незаети площадки;Белица;Belitza;Орцево;село;Ortsevo;village;Благоевград;Blagoevgrad;53998;23.734922;41.966929;ОРЦЕВОБЕЛИЦА
333;GM4511;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village;Пазарджик;Pazardjik;17823;23.923502;41.959409;ГРАШЕВОВЕЛИНГРАД
334;FM7572;незаети площадки;Благоевград;Blagoevgrad;Марулево;село;Marulevo;village;Благоевград;Blagoevgrad;47370;23.168017;42.002049;МАРУЛЕВОБЛАГОЕВГРАД
335;FM8572;незаети площадки;Симитли;Simitli;Долно Осеново;село;Dolno Osenovo;village;Благоевград;Blagoevgrad;22753;23.240642;41.955211;ДОЛНООСЕНОВОСИМИТЛИ
336;FM9552;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village;Благоевград;Blagoevgrad;4217;23.18344;42.053195;БИСТРИЦАБЛАГОЕВГРАД
337;GM0542;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village;Благоевград;Blagoevgrad;21748;23.479771;41.969543;ДОБЪРСКОРАЗЛОГ
338;GM1512;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town;Благоевград;Blagoevgrad;3504;23.562883;41.947846;БЕЛИЦАБЕЛИЦА
339;GM2502;незаети площадки;Якоруда;Yakoruda;Бунцево;село;Buntsevo;village;Благоевград;Blagoevgrad;7822;23.71053;42.003753;БУНЦЕВОЯКОРУДА
340;GM3572;незаети площадки;Велинград;Velingrad;Абланица;село;Ablanitsa;village;Пазарджик;Pazardjik;881;23.857493;42.010209;АБЛАНИЦАВЕЛИНГРАД
341;FM9583;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village;Благоевград;Blagoevgrad;2960;23.452763;41.921555;БАЧЕВОРАЗЛОГ
342;GM1583;незаети площадки;Якоруда;Yakoruda;Юруково;село;Yurukovo;village;Благоевград;Blagoevgrad;86101;23.615881;41.972893;ЮРУКОВОЯКОРУДА
343;GM3573;незаети площадки;Велинград;Velingrad;Абланица;село;Ablanitsa;village;Пазарджик;Pazardjik;881;23.857493;42.010209;АБЛАНИЦАВЕЛИНГРАД
344;GM4543;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town;Пазарджик;Pazardjik;10450;23.991263;42.027559;ВЕЛИНГРАДВЕЛИНГРАД
345;GM0504;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village;Благоевград;Blagoevgrad;21748;23.479771;41.969543;ДОБЪРСКОРАЗЛОГ
346;GM1514;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town;Благоевград;Blagoevgrad;3504;23.562883;41.947846;БЕЛИЦАБЕЛИЦА
347;GM3534;незаети площадки;Велинград;Velingrad;Рохлева;село;Rohleva;village;Пазарджик;Pazardjik;63687;23.803387;42.017007;РОХЛЕВАВЕЛИНГРАД
348;FM6515;незаети площадки;Благоевград;Blagoevgrad;Лисия;село;Lisia;village;Благоевград;Blagoevgrad;43863;22.953114;42.048505;ЛИСИЯБЛАГОЕВГРАД
349;GM4515;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town;Пазарджик;Pazardjik;10450;23.991263;42.027559;ВЕЛИНГРАДВЕЛИНГРАД
350;FM4556;незаети площадки;Невестино;Nevestino;Ветрен;село;Vetren;village;Кюстендил;Kyustendil;10817;22.770129;42.056023;ВЕТРЕННЕВЕСТИНО
351;FM6576;незаети площадки;Благоевград;Blagoevgrad;Бело поле;село;Belo pole;village;Благоевград;Blagoevgrad;3664;23.048443;42.032353;БЕЛОПОЛЕБЛАГОЕВГРАД
352;FM8526;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village;Благоевград;Blagoevgrad;4217;23.18344;42.053195;БИСТРИЦАБЛАГОЕВГРАД
353;FM8546;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village;Благоевград;Blagoevgrad;4217;23.18344;42.053195;БИСТРИЦАБЛАГОЕВГРАД
354;FM9506;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village;Благоевград;Blagoevgrad;4217;23.18344;42.053195;БИСТРИЦАБЛАГОЕВГРАД
355;GM1586;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
356;GM2576;незаети площадки;Якоруда;Yakoruda;Конарско;село;Konarsko;village;Благоевград;Blagoevgrad;38220;23.722919;42.016779;КОНАРСКОЯКОРУДА
357;GM2596;незаети площадки;Якоруда;Yakoruda;Смолево;село;Smolevo;village;Благоевград;Blagoevgrad;32603;23.768292;42.017582;СМОЛЕВОЯКОРУДА
358;FM4537;незаети площадки;Невестино;Nevestino;Ветрен;село;Vetren;village;Кюстендил;Kyustendil;10817;22.770129;42.056023;ВЕТРЕННЕВЕСТИНО
359;FM4557;незаети площадки;Невестино;Nevestino;Ветрен;село;Vetren;village;Кюстендил;Kyustendil;10817;22.770129;42.056023;ВЕТРЕННЕВЕСТИНО
360;FM5537;незаети площадки;Невестино;Nevestino;Църварица;село;Tsarvavitsa;village;Кюстендил;Kyustendil;78584;22.833331;42.069175;ЦЪРВАРИЦАНЕВЕСТИНО
361;FM5597;незаети площадки;Благоевград;Blagoevgrad;Лисия;село;Lisia;village;Благоевград;Blagoevgrad;43863;22.953114;42.048505;ЛИСИЯБЛАГОЕВГРАД
362;FM9587;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village;Благоевград;Blagoevgrad;4217;23.18344;42.053195;БИСТРИЦАБЛАГОЕВГРАД
363;GM3527;незаети площадки;Якоруда;Yakoruda;Аврамово;село;Avramovo;village;Благоевград;Blagoevgrad;59;23.811835;42.03095;АВРАМОВОЯКОРУДА
364;FM4518;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village;Кюстендил;Kyustendil;62058;22.717558;42.086151;РАКОВОНЕВЕСТИНО
365;GM0558;незаети площадки;Разлог;Razlog;Баня;село;Banya;village;Благоевград;Blagoevgrad;2693;23.522653;41.882626;БАНЯРАЗЛОГ
366;GM2598;незаети площадки;Якоруда;Yakoruda;Смолево;село;Smolevo;village;Благоевград;Blagoevgrad;32603;23.768292;42.017582;СМОЛЕВОЯКОРУДА
367;GM3578;незаети площадки;Велинград;Velingrad;Света Петка;село;Sveta Petka;village;Пазарджик;Pazardjik;65534;23.874473;42.037962;СВЕТАПЕТКАВЕЛИНГРАД
368;FM3579;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village;Кюстендил;Kyustendil;62058;22.717558;42.086151;РАКОВОНЕВЕСТИНО
369;FM3589;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village;Кюстендил;Kyustendil;62058;22.717558;42.086151;РАКОВОНЕВЕСТИНО
370;FM3599;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village;Кюстендил;Kyustendil;62058;22.717558;42.086151;РАКОВОНЕВЕСТИНО
371;FM4539;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village;Кюстендил;Kyustendil;62058;22.717558;42.086151;РАКОВОНЕВЕСТИНО
372;FM5549;незаети площадки;Невестино;Nevestino;Църварица;село;Tsarvavitsa;village;Кюстендил;Kyustendil;78584;22.833331;42.069175;ЦЪРВАРИЦАНЕВЕСТИНО
373;FM6589;незаети площадки;Кочериново;Kocherinovo;Бараково;село;Barakovo;village;Кюстендил;Kyustendil;2748;23.059921;42.063157;БАРАКОВОКОЧЕРИНОВО
374;FM7559;незаети площадки;Благоевград;Blagoevgrad;Дъбрава;село;Dabrava;village;Благоевград;Blagoevgrad;24367;23.101185;42.051978;ДЪБРАВАБЛАГОЕВГРАД
375;FM7579;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village;Благоевград;Blagoevgrad;4217;23.18344;42.053195;БИСТРИЦАБЛАГОЕВГРАД
376;FM8509;незаети площадки;Благоевград;Blagoevgrad;Бистрица;село;Bistritsa;village;Благоевград;Blagoevgrad;4217;23.18344;42.053195;БИСТРИЦАБЛАГОЕВГРАД
377;FM9579;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
378;GM4559;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town;Пазарджик;Pazardjik;10450;23.991263;42.027559;ВЕЛИНГРАДВЕЛИНГРАД
379;GM4579;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town;Пазарджик;Pazardjik;10450;23.991263;42.027559;ВЕЛИНГРАДВЕЛИНГРАД
380;FM5660;незаети площадки;Кочериново;Kocherinovo;Фролош;село;Frolosh;village;Кюстендил;Kyustendil;76180;22.921857;42.1306;ФРОЛОШКОЧЕРИНОВО
381;GM0610;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
382;GM0670;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town;Благоевград;Blagoevgrad;3504;23.562883;41.947846;БЕЛИЦАБЕЛИЦА
383;GM1620;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town;Благоевград;Blagoevgrad;3504;23.562883;41.947846;БЕЛИЦАБЕЛИЦА
384;FM4601;незаети площадки;Невестино;Nevestino;Раково;село;Rakovo;village;Кюстендил;Kyustendil;62058;22.717558;42.086151;РАКОВОНЕВЕСТИНО
385;FM5621;незаети площадки;Невестино;Nevestino;Църварица;село;Tsarvavitsa;village;Кюстендил;Kyustendil;78584;22.833331;42.069175;ЦЪРВАРИЦАНЕВЕСТИНО
386;FM5671;незаети площадки;Кочериново;Kocherinovo;Фролош;село;Frolosh;village;Кюстендил;Kyustendil;76180;22.921857;42.1306;ФРОЛОШКОЧЕРИНОВО
387;FM7641;незаети площадки;Кочериново;Kocherinovo;Стоб;село;Stob;village;Кюстендил;Kyustendil;69261;23.103822;42.094592;СТОБКОЧЕРИНОВО
388;FM7651;незаети площадки;Кочериново;Kocherinovo;Стоб;село;Stob;village;Кюстендил;Kyustendil;69261;23.103822;42.094592;СТОБКОЧЕРИНОВО
389;FM8681;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
390;FM9621;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
391;FM9681;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
392;GM2691;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
393;GM3671;незаети площадки;Велинград;Velingrad;Света Петка;село;Sveta Petka;village;Пазарджик;Pazardjik;65534;23.874473;42.037962;СВЕТАПЕТКАВЕЛИНГРАД
394;FM7642;незаети площадки;Рила;Rila;Рила;град;Rila;town;Кюстендил;Kyustendil;62671;23.132972;42.126855;РИЛАРИЛА
395;FM8642;незаети площадки;Рила;Rila;Рила;град;Rila;town;Кюстендил;Kyustendil;62671;23.132972;42.126855;РИЛАРИЛА
396;GM2612;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
397;GM2672;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
398;GM3602;незаети площадки;Велинград;Velingrad;Пашови;село;Pashovi;village;Пазарджик;Pazardjik;55631;23.82833;42.044302;ПАШОВИВЕЛИНГРАД
399;FM3633;незаети площадки;Кюстендил;Kyustendil;Цървена ябълка;село;Tsarvena yabalka;village;Кюстендил;Kyustendil;78598;22.626141;42.145953;ЦЪРВЕНАЯБЪЛКАКЮСТЕНДИЛ
400;FM6663;незаети площадки;Кочериново;Kocherinovo;Бураново;село;Buranovo;village;Кюстендил;Kyustendil;7065;23.016253;42.091252;БУРАНОВОКОЧЕРИНОВО
401;FM7663;незаети площадки;Рила;Rila;Рила;град;Rila;town;Кюстендил;Kyustendil;62671;23.132972;42.126855;РИЛАРИЛА
402;FM8663;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
403;GM0613;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
404;GM1693;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
405;GM3673;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
406;GM4633;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town;Пазарджик;Pazardjik;10450;23.991263;42.027559;ВЕЛИНГРАДВЕЛИНГРАД
407;FM3614;незаети площадки;Кюстендил;Kyustendil;Сажденик;село;Sazhdenik;village;Кюстендил;Kyustendil;65142;22.585601;42.136104;САЖДЕНИККЮСТЕНДИЛ
408;FM8634;незаети площадки;Рила;Rila;Рила;град;Rila;town;Кюстендил;Kyustendil;62671;23.132972;42.126855;РИЛАРИЛА
409;GM0614;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
410;GM4654;незаети площадки;Велинград;Velingrad;Велинград;град;Velingrad;town;Пазарджик;Pazardjik;10450;23.991263;42.027559;ВЕЛИНГРАДВЕЛИНГРАД
411;FM6605;незаети площадки;Кочериново;Kocherinovo;Цървище;село;Tsarvishte;village;Кюстендил;Kyustendil;78625;22.967928;42.136603;ЦЪРВИЩЕКОЧЕРИНОВО
412;FM6635;незаети площадки;Кочериново;Kocherinovo;Цървище;село;Tsarvishte;village;Кюстендил;Kyustendil;78625;22.967928;42.136603;ЦЪРВИЩЕКОЧЕРИНОВО
413;FM7635;незаети площадки;Рила;Rila;Рила;град;Rila;town;Кюстендил;Kyustendil;62671;23.132972;42.126855;РИЛАРИЛА
414;FM9605;незаети площадки;Рила;Rila;Рилски манастир;манастир;Rilski manastir;monastery;Кюстендил;Kyustendil;62685;23.339551;42.134379;РИЛСКИМАНАСТИРРИЛА
415;GM1655;незаети площадки;Якоруда;Yakoruda;Якоруда;град;Yakoruda;town;Благоевград;Blagoevgrad;87338;23.669312;42.01836;ЯКОРУДАЯКОРУДА
416;GM4615;незаети площадки;Белово;Belovo;Белово;село;Belovo;village;Пазарджик;Pazardjik;3592;24.020119;42.214608;БЕЛОВОБЕЛОВО
417;FM2666;незаети площадки;Кюстендил;Kyustendil;Сажденик;село;Sazhdenik;village;Кюстендил;Kyustendil;65142;22.585601;42.136104;САЖДЕНИККЮСТЕНДИЛ
