OBJECTID_1;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
1284;Мездра;Mezdra;Очиндол;село;Ochindol;village;Враца;Vratza;54506;23.478523;43.103302;ОЧИНДОЛМЕЗДРА
1286;Своге;Svoge;Лакатник;село;Lakatnik;village;София;Sofia;14475;23.385921;43.082256;ЛАКАТНИКСВОГЕ
1288;Годеч;Godech;Губеш;село;Gubesh;village;София;Sofia;18037;23.043863;43.07752;ГУБЕШГОДЕЧ
1291;Берковица;Berkovitza;Ягодово;село;Yagodovo;village;Монтана;Montana;87237;23.187116;43.219228;ЯГОДОВОБЕРКОВИЦА
1292;Берковица;Berkovitza;Слатина;село;Slatina;village;Монтана;Montana;67221;23.221202;43.216089;СЛАТИНАБЕРКОВИЦА
1295;Чупрене;Chuprene;Средогрив;село;Sredogriv;village;Видин;Vidin;68518;22.783224;43.548669;СРЕДОГРИВЧУПРЕНЕ
1297;Димово;Dimovo;Яньовец;село;Yanyovets;village;Видин;Vidin;87477;22.761847;43.60501;ЯНЬОВЕЦДИМОВО
1298;Димово;Dimovo;Върбовчец;село;Varbovchets;village;Видин;Vidin;12824;22.764369;43.617091;ВЪРБОВЧЕЦДИМОВО
1299;Ружинци;Ruzhintzi;Плешивец;село;Pleshivets;village;Видин;Vidin;56753;22.828547;43.594275;ПЛЕШИВЕЦРУЖИНЦИ
1303;Брусарци;Brusartzi;Одоровци;село;Odorovtsi;village;Монтана;Montana;53401;22.961462;43.57539;ОДОРОВЦИБРУСАРЦИ
1307;Ружинци;Ruzhintzi;Дражинци;село;Drazhintsi;village;Видин;Vidin;23515;22.874304;43.629894;ДРАЖИНЦИРУЖИНЦИ
1317;Белоградчик;Belogradchik;Пролазница;село;Prolaznitsa;village;Видин;Vidin;58582;22.653057;43.58213;ПРОЛАЗНИЦАБЕЛОГРАДЧИК
1320;Чипровци;Chiprovtzi;ГорнаЛука;село;GornaLuka;village;Монтана;Montana;16300;22.901614;43.450781;ГОРНАЛУКАЧИПРОВЦИ
1336;Ружинци;Ruzhintzi;Тополовец;село;Topolovets;village;Видин;Vidin;73924;23.010243;43.699113;ТОПОЛОВЕЦРУЖИНЦИ
1337;Ружинци;Ruzhintzi;Динково;село;Dinkovo;village;Видин;Vidin;21193;23.033854;43.704111;ДИНКОВОРУЖИНЦИ
1339;Брусарци;Brusartzi;Княжевамахала;село;Knyazhevamahala;village;Монтана;Montana;37397;23.04979;43.689349;КНЯЖЕВАМАХАЛАБРУСАРЦИ
1342;Вълчедръм;Valchedram;Игнатово;село;Ignatovo;village;Монтана;Montana;32295;23.488248;43.783038;ИГНАТОВОВЪЛЧЕДРЪМ
1343;Лом;Lom;ДолноЛинево;село;DolnoLinevo;village;Монтана;Montana;22695;23.323005;43.841953;ДОЛНОЛИНЕВОЛОМ
1344;Вълчедръм;Valchedram;Ботево;село;Botevo;village;Монтана;Montana;5852;23.465738;43.747206;БОТЕВОВЪЛЧЕДРЪМ
1345;Брусарци;Brusartzi;Дондуково;село;Dondukovo;village;Монтана;Montana;22945;23.098503;43.711415;ДОНДУКОВОБРУСАРЦИ
1349;Видин;Vidin;ГенералМариново;село;GeneralMarinovo;village;Видин;Vidin;14698;22.747757;44.000405;ГЕНЕРАЛМАРИНОВОВИДИН
1351;Видин;Vidin;Войница;село;Voynitsa;village;Видин;Vidin;11925;22.698683;43.936812;ВОЙНИЦАВИДИН
1352;Кула;Kula;Чичил;село;Chichil;village;Видин;Vidin;81503;22.609921;43.902464;ЧИЧИЛКУЛА
1356;Грамада;Gramada;Бояново;село;Boyanovo;village;Видин;Vidin;5997;22.689505;43.875649;БОЯНОВОГРАМАДА
1357;Кула;Kula;Полетковци;село;Poletkovtsi;village;Видин;Vidin;57193;22.51982;43.86025;ПОЛЕТКОВЦИКУЛА
1358;Кула;Kula;КостаПерчево;село;KostaPerchevo;village;Видин;Vidin;38858;22.590827;43.853351;КОСТАПЕРЧЕВОКУЛА
1359;Грамада;Gramada;Водна;село;Vodna;village;Видин;Vidin;11720;22.703665;43.852547;ВОДНАГРАМАДА
1365;Макреш;Makresh;Толовица;село;Tolovitsa;village;Видин;Vidin;72638;22.578376;43.75106;ТОЛОВИЦАМАКРЕШ
1369;Димово;Dimovo;Острокапци;село;Ostrokaptsi;village;Видин;Vidin;54434;22.685458;43.724776;ОСТРОКАПЦИДИМОВО
1371;Белоградчик;Belogradchik;Ошане;село;Oshane;village;Видин;Vidin;54517;22.549977;43.691153;ОШАНЕБЕЛОГРАДЧИК
1372;Белоградчик;Belogradchik;Вещица;село;Veshtitsa;village;Видин;Vidin;10937;22.592816;43.683566;ВЕЩИЦАБЕЛОГРАДЧИК
1374;Белоградчик;Belogradchik;Върба;село;Varba;village;Видин;Vidin;12632;22.625978;43.689968;ВЪРБАБЕЛОГРАДЧИК
1375;Белоградчик;Belogradchik;Сливовник;село;Slivovnik;village;Видин;Vidin;67400;22.643071;43.678022;СЛИВОВНИКБЕЛОГРАДЧИК
1376;Димово;Dimovo;Скомля;село;Skomlya;village;Видин;Vidin;66843;22.765468;43.679934;СКОМЛЯДИМОВО
1377;Димово;Dimovo;Дългополе;село;Dalgopole;village;Видин;Vidin;24579;22.780864;43.695482;ДЪЛГОПОЛЕДИМОВО
1379;Димово;Dimovo;Шипот;село;Shipot;village;Видин;Vidin;83239;22.793476;43.73206;ШИПОТДИМОВО
1380;Димово;Dimovo;Извор;село;Izvor;village;Видин;Vidin;32370;22.800984;43.749367;ИЗВОРДИМОВО
1384;Видин;Vidin;Гайтанци;село;Gaytantsi;village;Видин;Vidin;14369;22.811654;43.83295;ГАЙТАНЦИВИДИН
1388;Видин;Vidin;Търняне;село;Tarnyane;village;Видин;Vidin;73746;22.797162;43.92204;ТЪРНЯНЕВИДИН
1389;Видин;Vidin;Буковец;село;Bukovets;village;Видин;Vidin;6954;22.762607;43.932469;БУКОВЕЦВИДИН
1394;Видин;Vidin;Жеглица;село;Zheglitsa;village;Видин;Vidin;29043;22.79833;43.880285;ЖЕГЛИЦАВИДИН
1395;Видин;Vidin;ЦарСимеоново;село;TsarSimeonovo;village;Видин;Vidin;66442;22.840561;43.855452;ЦАРСИМЕОНОВОВИДИН
1396;Видин;Vidin;Ботево;село;Botevo;village;Видин;Vidin;5832;22.860919;43.83778;БОТЕВОВИДИН
1397;Димово;Dimovo;Септемврийци;село;Septemvriytsi;village;Видин;Vidin;66278;22.945876;43.760674;СЕПТЕМВРИЙЦИДИМОВО
1401;Ружинци;Ruzhintzi;Роглец;село;Roglets;village;Видин;Vidin;62791;22.933884;43.669506;РОГЛЕЦРУЖИНЦИ
1403;Димово;Dimovo;Владиченци;село;Vladichentsi;village;Видин;Vidin;11497;22.847027;43.781558;ВЛАДИЧЕНЦИДИМОВО
1406;Макреш;Makresh;Макреш;село;Makresh;village;Видин;Vidin;46245;22.669406;43.768042;МАКРЕШМАКРЕШ
1418;Видин;Vidin;Динковица;село;Dinkovitsa;village;Видин;Vidin;21186;22.777848;44.038016;ДИНКОВИЦАВИДИН
1421;Видин;Vidin;Рупци;село;Ruptsi;village;Видин;Vidin;63358;22.804026;44.004452;РУПЦИВИДИН
1423;Новосело;Novoselo;Винарово;село;Vinarovo;village;Видин;Vidin;11079;22.813478;44.097063;ВИНАРОВОНОВОСЕЛО
1427;Видин;Vidin;МайорУзуново;село;MayorUzunovo;village;Видин;Vidin;46111;22.825052;44.074714;МАЙОРУЗУНОВОВИДИН
1428;Брегово;Bregovo;Калина;село;Kalina;village;Видин;Vidin;35384;22.763194;44.06776;КАЛИНАБРЕГОВО
1429;Видин;Vidin;Антимово;село;Antimovo;village;Видин;Vidin;919;22.947014;44.029117;АНТИМОВОВИДИН
1435;Бойница;Boynitza;Раброво;село;Rabrovo;village;Видин;Vidin;61039;22.569554;44.014821;РАБРОВОБОЙНИЦА
1437;Видин;Vidin;ДолниБошняк;село;DolniBoshnyak;village;Видин;Vidin;22318;22.615207;44.004344;ДОЛНИБОШНЯКВИДИН
1438;Видин;Vidin;Каленик;село;Kalenik;village;Видин;Vidin;35328;22.663774;44.003014;КАЛЕНИКВИДИН
1439;Видин;Vidin;Дружба;село;Druzhba;village;Видин;Vidin;23786;22.717348;44.001958;ДРУЖБАВИДИН
1440;Брегово;Bregovo;Делейна;село;Deleyna;village;Видин;Vidin;20568;22.629251;44.053642;ДЕЛЕЙНАБРЕГОВО
1441;Брегово;Bregovo;Косово;село;Kosovo;village;Видин;Vidin;38772;22.634118;44.099616;КОСОВОБРЕГОВО
1445;Брегово;Bregovo;Куделин;село;Kudelin;village;Видин;Vidin;40441;22.669286;44.193067;КУДЕЛИНБРЕГОВО
1448;Видин;Vidin;Плакудер;село;Plakuder;village;Видин;Vidin;56616;22.742855;44.050964;ПЛАКУДЕРВИДИН
1449;Новосело;Novoselo;Флорентин;село;Florentin;village;Видин;Vidin;76145;22.852394;44.133864;ФЛОРЕНТИННОВОСЕЛО
1452;Драгоман;Dragoman;Липинци;село;Lipintsi;village;София;Sofia;43757;22.869042;43.01348;ЛИПИНЦИДРАГОМАН
1453;Видин;Vidin;Кутово;село;Kutovo;village;Видин;Vidin;41263;22.966174;44.030047;КУТОВОВИДИН
1456;Съединение;Saedinenie;Драгомир;село;Dragomir;village;Пловдив;Plovdiv;23426;24.470193;42.370115;ДРАГОМИРСЪЕДИНЕНИЕ
1457;Съединение;Saedinenie;НайденГерово;село;NaydenGerovo;village;Пловдив;Plovdiv;51069;24.487889;42.341753;НАЙДЕНГЕРОВОСЪЕДИНЕНИЕ
1458;Пазарджик;Pazardjik;Сбор;село;Sbor;village;Пазарджик;Pazardjik;65468;24.292183;42.337081;СБОРПАЗАРДЖИК
1459;Пазарджик;Pazardjik;Тополидол;село;Topolidol;village;Пазарджик;Pazardjik;72713;24.457288;42.337456;ТОПОЛИДОЛПАЗАРДЖИК
1464;Панагюрище;Panagyurishte;Сребриново;село;Srebrinovo;village;Пазарджик;Pazardjik;68271;24.005361;42.539086;СРЕБРИНОВОПАНАГЮРИЩЕ
1466;Ихтиман;Ihtiman;Нейкьовец;село;Neykyovets;village;София;Sofia;51411;24.035374;42.430467;НЕЙКЬОВЕЦИХТИМАН
1472;Карлово;Karlovo;Куртово;село;Kurtovo;village;Пловдив;Plovdiv;40703;24.905334;42.591041;КУРТОВОКАРЛОВО
1473;Карлово;Karlovo;ГорниДомлян;село;GorniDomlyan;village;Пловдив;Plovdiv;16513;24.896301;42.56682;ГОРНИДОМЛЯНКАРЛОВО
1475;Карлово;Karlovo;Маринополе;село;Marinopole;village;Пловдив;Plovdiv;47250;24.865353;42.586686;МАРИНОПОЛЕКАРЛОВО
1482;Калояново;Kaloyanovo;ИванВазово;село;IvanVazovo;village;Пловдив;Plovdiv;32038;24.784574;42.468922;ИВАНВАЗОВОКАЛОЯНОВО
1484;Калояново;Kaloyanovo;Долнамахала;село;Dolnamahala;village;Пловдив;Plovdiv;22191;24.779762;42.416754;ДОЛНАМАХАЛАКАЛОЯНОВО
1486;Калояново;Kaloyanovo;Ръжево;село;Razhevo;village;Пловдив;Plovdiv;63553;24.799102;42.370035;РЪЖЕВОКАЛОЯНОВО
1490;Брезово;Brezovo;Борец;село;Borets;village;Пловдив;Plovdiv;5356;24.930912;42.346089;БОРЕЦБРЕЗОВО
1492;Брезово;Brezovo;Стрелци;село;Streltsi;village;Пловдив;Plovdiv;69818;24.91259;42.396967;СТРЕЛЦИБРЕЗОВО
1496;Брезово;Brezovo;Сърнегор;село;Sarnegor;village;Пловдив;Plovdiv;70593;24.937415;42.458742;СЪРНЕГОРБРЕЗОВО
1498;Карлово;Karlovo;Домлян;село;Domlyan;village;Пловдив;Plovdiv;22931;24.912232;42.534472;ДОМЛЯНКАРЛОВО
1500;Карлово;Karlovo;Баня;град;Banya;town;Пловдив;Plovdiv;2720;24.830358;42.545334;БАНЯКАРЛОВО
1501;Калояново;Kaloyanovo;Песнопой;село;Pesnopoy;village;Пловдив;Plovdiv;55926;24.807334;42.487073;ПЕСНОПОЙКАЛОЯНОВО
1503;Карлово;Karlovo;Московец;село;Moskovets;village;Пловдив;Plovdiv;49117;24.694119;42.654758;МОСКОВЕЦКАРЛОВО
1504;Карлово;Karlovo;Богдан;село;Bogdan;village;Пловдив;Plovdiv;4563;24.6413;42.642413;БОГДАНКАРЛОВО
1512;Троян;Troyan;Дрянска;село;Dryanska;village;Ловеч;Lovech;23981;24.742597;42.884847;ДРЯНСКАТРОЯН
1514;Троян;Troyan;БабаСтана;село;BabaStana;village;Ловеч;Lovech;2018;24.790593;42.883859;БАБАСТАНАТРОЯН
1515;Априлци;Apriltzi;Велчево;село;Velchevo;village;Ловеч;Lovech;10567;24.835309;42.890183;ВЕЛЧЕВОАПРИЛЦИ
1517;Априлци;Apriltzi;Черневото;село;Chernevoto;village;Ловеч;Lovech;80875;24.850722;42.875599;ЧЕРНЕВОТОАПРИЛЦИ
1523;Сатовча;Satovcha;Кочан;село;Kochan;village;Благоевград;Blagoevgrad;39089;24.026925;41.587131;КОЧАНСАТОВЧА
1530;Девин;Devin;Гьоврен;село;Gyovren;village;Смолян;Smolyan;18424;24.372866;41.662813;ГЬОВРЕНДЕВИН
1532;Борино;Borino;Чала;село;Chala;village;Смолян;Smolyan;80159;24.301108;41.630496;ЧАЛАБОРИНО
1534;Смолян;Smolyan;Чамла;село;Chamla;village;Смолян;Smolyan;80193;24.453671;41.622853;ЧАМЛАСМОЛЯН
1539;Мадан;Madan;Печинска;село;Pechinska;village;Смолян;Smolyan;56246;24.966699;41.469781;ПЕЧИНСКАМАДАН
1540;Мадан;Madan;Мадан;град;Madan;town;Смолян;Smolyan;46045;24.939703;41.49919;МАДАНМАДАН
1541;Мадан;Madan;Средногорци;село;Srednogortsi;village;Смолян;Smolyan;68451;24.911327;41.531924;СРЕДНОГОРЦИМАДАН
1542;Мадан;Madan;Равнил;село;Ravnil;village;Смолян;Smolyan;61162;24.976571;41.5301;РАВНИЛМАДАН
1543;Мадан;Madan;Леска;село;Leska;village;Смолян;Smolyan;43387;24.95992;41.543155;ЛЕСКАМАДАН
1544;Мадан;Madan;Върбина;село;Varbina;village;Смолян;Smolyan;12718;24.970304;41.560039;ВЪРБИНАМАДАН
1545;Смолян;Smolyan;Белевдол;село;Belevdol;village;Смолян;Smolyan;3321;24.935898;41.612597;БЕЛЕВДОЛСМОЛЯН
1547;Баните;Banite;Кръстатица;село;Krastatitsa;village;Смолян;Smolyan;40326;24.956955;41.638971;КРЪСТАТИЦАБАНИТЕ
1550;Мадан;Madan;Боровина;село;Borovina;village;Смолян;Smolyan;5579;24.925725;41.586184;БОРОВИНАМАДАН
1551;Смолян;Smolyan;Катраница;село;Katranitsa;village;Смолян;Smolyan;36631;24.903962;41.584058;КАТРАНИЦАСМОЛЯН
1552;Мадан;Madan;Лещак;село;Leshtak;village;Смолян;Smolyan;43582;24.933939;41.545965;ЛЕЩАКМАДАН
1553;Мадан;Madan;Равнища;село;Ravnishta;village;Смолян;Smolyan;61176;24.909572;41.545069;РАВНИЩАМАДАН
1558;Смолян;Smolyan;Билянска;село;Bilyanska;village;Смолян;Smolyan;4100;24.617689;41.449962;БИЛЯНСКАСМОЛЯН
1560;Троян;Troyan;Стойновското;село;Stoynovskoto;village;Ловеч;Lovech;69387;24.770308;42.828015;СТОЙНОВСКОТОТРОЯН
1563;Троян;Troyan;ДолнаМаргатина;село;DolnaMargatina;village;Ловеч;Lovech;22188;24.785079;42.933188;ДОЛНАМАРГАТИНАТРОЯН
1564;Априлци;Apriltzi;Джокари;село;Dzhokari;village;Ловеч;Lovech;20821;24.846773;42.911114;ДЖОКАРИАПРИЛЦИ
1570;Панагюрище;Panagyurishte;Панагюрскиколонии;село;Panagyurskikoloni;village;Пазарджик;Pazardjik;59375;24.19784;42.583842;ПАНАГЮРСКИКОЛОНИИПАНАГЮРИЩЕ
1578;Пазарджик;Pazardjik;ЦарАсен;село;TsarAsen;village;Пазарджик;Pazardjik;78056;24.34421;42.360431;ЦАРАСЕНПАЗАРДЖИК
1581;Стрелча;Strelcha;Смилец;село;Smilets;village;Пазарджик;Pazardjik;67516;24.377155;42.408175;СМИЛЕЦСТРЕЛЧА
1587;Съединение;Saedinenie;Неделево;село;Nedelevo;village;Пловдив;Plovdiv;51305;24.61279;42.347812;НЕДЕЛЕВОСЪЕДИНЕНИЕ
1589;Калояново;Kaloyanovo;Житница;село;Zhitnitsa;village;Пловдив;Plovdiv;29475;24.695935;42.385952;ЖИТНИЦАКАЛОЯНОВО
1597;Лесичово;Lesichovo;Памидово;село;Pamidovo;village;Пазарджик;Pazardjik;55275;24.218034;42.27662;ПАМИДОВОЛЕСИЧОВО
1601;Белово;Belovo;Мененкьово;село;Menenkyovo;village;Пазарджик;Pazardjik;47812;24.058094;42.228483;МЕНЕНКЬОВОБЕЛОВО
1602;Септември;Septemvri;Септември;град;Septemvri;town;Пазарджик;Pazardjik;66264;24.125011;42.216437;СЕПТЕМВРИСЕПТЕМВРИ
1603;Септември;Septemvri;Злокучене;село;Zlokuchene;village;Пазарджик;Pazardjik;31214;24.165809;42.216824;ЗЛОКУЧЕНЕСЕПТЕМВРИ
1606;Родопи;Rodopi;Кадиево;село;Kadievo;village;Пловдив;Plovdiv;35095;24.607209;42.131364;КАДИЕВОРОДОПИ
1607;Стамболийски;Stamboliyski;ЙоакимГруево;село;YoakimGruevo;village;Пловдив;Plovdiv;34028;24.571761;42.119289;ЙОАКИМГРУЕВОСТАМБОЛИЙСКИ
1609;Пазарджик;Pazardjik;Говедаре;село;Govedare;village;Пазарджик;Pazardjik;15271;24.497558;42.150007;ГОВЕДАРЕПАЗАРДЖИК
1610;Марица;Maritza;Радиново;село;Radinovo;village;Пловдив;Plovdiv;61412;24.638572;42.193615;РАДИНОВОМАРИЦА
1611;Марица;Maritza;Костиево;село;Kostievo;village;Пловдив;Plovdiv;38950;24.62353;42.179008;КОСТИЕВОМАРИЦА
1615;Родопи;Rodopi;Устина;село;Ustina;village;Пловдив;Plovdiv;75188;24.520962;42.04073;УСТИНАРОДОПИ
1616;Родопи;Rodopi;Храбрино;село;Hrabrino;village;Пловдив;Plovdiv;77373;24.644887;42.047192;ХРАБРИНОРОДОПИ
1618;Куклен;Kuklen;ЦарКалоян;село;TsarKaloyan;village;Пловдив;Plovdiv;78207;24.702866;42.022041;ЦАРКАЛОЯНКУКЛЕН
1619;Куклен;Kuklen;Гълъбово;село;Galabovo;village;Пловдив;Plovdiv;18277;24.720251;42.024649;ГЪЛЪБОВОКУКЛЕН
1620;Родопи;Rodopi;Извор;село;Izvor;village;Пловдив;Plovdiv;32408;24.676371;42.036011;ИЗВОРРОДОПИ
1625;Девин;Devin;Стоманево;село;Stomanevo;village;Смолян;Smolyan;69465;24.422019;41.807514;СТОМАНЕВОДЕВИН
1640;Родопи;Rodopi;Ситово;село;Sitovo;village;Пловдив;Plovdiv;66651;24.61604;41.92767;СИТОВОРОДОПИ
1644;Чепеларе;Chepelare;Хвойна;село;Hvoyna;village;Смолян;Smolyan;77219;24.690918;41.870591;ХВОЙНАЧЕПЕЛАРЕ
1646;Чепеларе;Chepelare;Студенец;село;Studenets;village;Смолян;Smolyan;70072;24.655565;41.818694;СТУДЕНЕЦЧЕПЕЛАРЕ
1649;Чепеларе;Chepelare;Дряновец;село;Dryanovets;village;Смолян;Smolyan;23929;24.696903;41.766907;ДРЯНОВЕЦЧЕПЕЛАРЕ
1651;Чепеларе;Chepelare;Лилеково;село;Lilekovo;village;Смолян;Smolyan;43668;24.722153;41.782911;ЛИЛЕКОВОЧЕПЕЛАРЕ
1653;Чепеларе;Chepelare;Проглед;село;Progled;village;Смолян;Smolyan;58517;24.713984;41.67757;ПРОГЛЕДЧЕПЕЛАРЕ
1655;Смолян;Smolyan;Върбово;село;Varbovo;village;Смолян;Smolyan;12807;24.564302;41.697377;ВЪРБОВОСМОЛЯН
1656;Смолян;Smolyan;Сливово;село;Slivovo;village;Смолян;Smolyan;67430;24.553226;41.697939;СЛИВОВОСМОЛЯН
1657;Чепеларе;Chepelare;Острица;село;Ostritsa;village;Смолян;Smolyan;54376;24.726052;41.774747;ОСТРИЦАЧЕПЕЛАРЕ
1658;Смолян;Smolyan;Чучур;село;Chuchur;village;Смолян;Smolyan;31841;24.818861;41.544055;ЧУЧУРСМОЛЯН
1661;Рудозем;Rudozem;Мочуре;село;Mochure;village;Смолян;Smolyan;49165;24.763928;41.405937;МОЧУРЕРУДОЗЕМ
1662;Рудозем;Rudozem;Коритата;село;Koritata;village;Смолян;Smolyan;38604;24.783914;41.409353;КОРИТАТАРУДОЗЕМ
1663;Смолян;Smolyan;Хасовица;село;Hasovitsa;village;Смолян;Smolyan;77205;24.751648;41.5825;ХАСОВИЦАСМОЛЯН
1664;Смолян;Smolyan;Писаница;село;Pisanitsa;village;Смолян;Smolyan;56455;24.752507;41.593666;ПИСАНИЦАСМОЛЯН
1665;Смолян;Smolyan;Дунево;село;Dunevo;village;Смолян;Smolyan;24089;24.732616;41.57845;ДУНЕВОСМОЛЯН
1666;Смолян;Smolyan;Чокманово;село;Chokmanovo;village;Смолян;Smolyan;81520;24.729837;41.53389;ЧОКМАНОВОСМОЛЯН
1669;Смолян;Smolyan;Ельово;село;Elyovo;village;Смолян;Smolyan;27415;24.720284;41.44596;ЕЛЬОВОСМОЛЯН
1671;Смолян;Smolyan;Липец;село;Lipets;village;Смолян;Smolyan;43743;24.731925;41.483561;ЛИПЕЦСМОЛЯН
1672;Смолян;Smolyan;Гудевица;село;Gudevitsa;village;Смолян;Smolyan;18068;24.64851;41.452762;ГУДЕВИЦАСМОЛЯН
1674;Смолян;Smolyan;Речани;село;Rechani;village;Смолян;Smolyan;62534;24.633029;41.453406;РЕЧАНИСМОЛЯН
1675;Смолян;Smolyan;Тикале;село;Tikale;village;Смолян;Smolyan;72391;24.832203;41.600328;ТИКАЛЕСМОЛЯН
1676;Смолян;Smolyan;Река;село;Reka;village;Смолян;Smolyan;62462;24.855196;41.590401;РЕКАСМОЛЯН
1677;Смолян;Smolyan;Градът;село;Gradat;village;Смолян;Smolyan;17631;24.839284;41.588113;ГРАДЪТСМОЛЯН
1679;Рудозем;Rudozem;Борие;село;Borie;village;Смолян;Smolyan;5365;24.873229;41.500204;БОРИЕРУДОЗЕМ
1682;Кърджали;Kardjali;Айрово;село;Ayrovo;village;Кърджали;Kardjali;148;25.366144;41.609151;АЙРОВОКЪРДЖАЛИ
1683;Кърджали;Kardjali;Кърджали;град;Kardzhali;town;Кърджали;Kardjali;40909;25.374966;41.644721;КЪРДЖАЛИКЪРДЖАЛИ
1685;Кърджали;Kardjali;Крайносело;село;Kraynoselo;village;Кърджали;Kardjali;39342;25.342437;41.644569;КРАЙНОСЕЛОКЪРДЖАЛИ
1686;Кърджали;Kardjali;Енчец;село;Enchets;village;Кърджали;Kardjali;27512;25.328813;41.652647;ЕНЧЕЦКЪРДЖАЛИ
1687;Кърджали;Kardjali;Брош;село;Brosh;village;Кърджали;Kardjali;6567;25.331846;41.644217;БРОШКЪРДЖАЛИ
1688;Кърджали;Kardjali;Зелениково;село;Zelenikovo;village;Кърджали;Kardjali;30747;25.326428;41.662923;ЗЕЛЕНИКОВОКЪРДЖАЛИ
1689;Кърджали;Kardjali;Старомясто;село;Staromyasto;village;Кърджали;Kardjali;68984;25.29866;41.663618;СТАРОМЯСТОКЪРДЖАЛИ
1690;Кърджали;Kardjali;Главатарци;село;Glavatartsi;village;Кърджали;Kardjali;15000;25.310353;41.647123;ГЛАВАТАРЦИКЪРДЖАЛИ
1691;Кърджали;Kardjali;Петлино;село;Petlino;village;Кърджали;Kardjali;56054;25.349742;41.607427;ПЕТЛИНОКЪРДЖАЛИ
1692;Кърджали;Kardjali;Пепелище;село;Pepelishte;village;Кърджали;Kardjali;55840;25.382288;41.585026;ПЕПЕЛИЩЕКЪРДЖАЛИ
1693;Джебел;Djebel;Рът;село;Rat;village;Кърджали;Kardjali;63611;25.321013;41.551703;РЪТДЖЕБЕЛ
1694;Джебел;Djebel;Купците;село;Kuptsite;village;Кърджали;Kardjali;40676;25.291923;41.55271;КУПЦИТЕДЖЕБЕЛ
1695;Джебел;Djebel;Каменяне;село;Kamenyane;village;Кърджали;Kardjali;35972;25.295231;41.537564;КАМЕНЯНЕДЖЕБЕЛ
1697;Джебел;Djebel;Папрат;село;Paprat;village;Кърджали;Kardjali;55436;25.278029;41.515535;ПАПРАТДЖЕБЕЛ
1698;Джебел;Djebel;Тютюнче;село;Tyutyunche;village;Кърджали;Kardjali;73804;25.277369;41.504247;ТЮТЮНЧЕДЖЕБЕЛ
1699;Джебел;Djebel;Воденичарско;село;Vodenicharsko;village;Кърджали;Kardjali;11689;25.254242;41.49312;ВОДЕНИЧАРСКОДЖЕБЕЛ
1700;Джебел;Djebel;Казаците;село;Kazatsite;village;Кърджали;Kardjali;35184;25.276429;41.475993;КАЗАЦИТЕДЖЕБЕЛ
1701;Джебел;Djebel;Рогозче;село;Rogozche;village;Кърджали;Kardjali;62846;25.290222;41.46494;РОГОЗЧЕДЖЕБЕЛ
1702;Джебел;Djebel;Овчево;село;Ovchevo;village;Кърджали;Kardjali;53271;25.304765;41.455535;ОВЧЕВОДЖЕБЕЛ
1703;Кирково;Kirkovo;Върбен;село;Varben;village;Кърджали;Kardjali;120;25.367372;41.405773;ВЪРБЕНКИРКОВО
1704;Кирково;Kirkovo;Метличина;село;Metlichina;village;Кърджали;Kardjali;47888;25.344773;41.405846;МЕТЛИЧИНАКИРКОВО
1705;Кирково;Kirkovo;Хаджийско;село;Hadzhiysko;village;Кърджали;Kardjali;77092;25.339322;41.394689;ХАДЖИЙСКОКИРКОВО
1706;Кирково;Kirkovo;Фотиново;село;Fotinovo;village;Кърджали;Kardjali;76159;25.352498;41.386764;ФОТИНОВОКИРКОВО
1708;Кирково;Kirkovo;Костурино;село;Kosturino;village;Кърджали;Kardjali;39013;25.301884;41.350073;КОСТУРИНОКИРКОВО
1709;Кирково;Kirkovo;Чичево;село;Chichevo;village;Кърджали;Kardjali;81493;25.276526;41.350356;ЧИЧЕВОКИРКОВО
1710;Кирково;Kirkovo;Мъглене;село;Maglene;village;Кърджали;Kardjali;49480;25.252159;41.409837;МЪГЛЕНЕКИРКОВО
1712;Джебел;Djebel;Мрежичко;село;Mrezhichko;village;Кърджали;Kardjali;49268;25.267693;41.463111;МРЕЖИЧКОДЖЕБЕЛ
1713;Кърджали;Kardjali;Бойно;село;Boyno;village;Кърджали;Kardjali;5205;25.276921;41.601082;БОЙНОКЪРДЖАЛИ
1714;Ардино;Ardino;Боровица;село;Borovitsa;village;Кърджали;Kardjali;80176;25.201001;41.657081;БОРОВИЦААРДИНО
1716;Баните;Banite;Сливка;село;Slivka;village;Смолян;Smolyan;67355;25.05602;41.648918;СЛИВКАБАНИТЕ
1717;Баните;Banite;Траве;село;Trave;village;Смолян;Smolyan;72922;25.009477;41.64897;ТРАВЕБАНИТЕ
1719;Баните;Banite;Дрянка;село;Dryanka;village;Смолян;Smolyan;23875;25.009338;41.602294;ДРЯНКАБАНИТЕ
1720;Ардино;Ardino;Стояново;село;Stoyanovo;village;Кърджали;Kardjali;69518;25.033142;41.572768;СТОЯНОВОАРДИНО
1721;Ардино;Ardino;Паспал;село;Paspal;village;Кърджали;Kardjali;55525;25.029577;41.559523;ПАСПАЛАРДИНО
1722;Ардино;Ardino;Мусево;село;Musevo;village;Кърджали;Kardjali;49401;25.020899;41.569909;МУСЕВОАРДИНО
