OBJECTID_1;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
4974;Чирпан;Chirpan;Воловарово;село;Volovarovo;village;СтараЗагора;StaraZagora;12042;25.402494;42.206881;ВОЛОВАРОВОЧИРПАН
4975;Чирпан;Chirpan;Гита;село;Gita;village;СтараЗагора;StaraZagora;14920;25.459491;42.19909;ГИТАЧИРПАН
4976;Чирпан;Chirpan;Държава;село;Darzhava;village;СтараЗагора;StaraZagora;24623;25.421288;42.177605;ДЪРЖАВАЧИРПАН
4979;Чирпан;Chirpan;Златналивада;село;Zlatnalivada;village;СтараЗагора;StaraZagora;31070;25.429767;42.113575;ЗЛАТНАЛИВАДАЧИРПАН
4980;Димитровград;Dimitrovgrad;Великан;село;Velikan;village;Хасково;Haskovo;10375;25.454091;42.103792;ВЕЛИКАНДИМИТРОВГРАД
4982;Димитровград;Dimitrovgrad;Светлина;село;Svetlina;village;Хасково;Haskovo;65574;25.379148;42.00385;СВЕТЛИНАДИМИТРОВГРАД
4984;Димитровград;Dimitrovgrad;Каснаково;село;Kasnakovo;village;Хасково;Haskovo;36573;25.489895;42.013601;КАСНАКОВОДИМИТРОВГРАД
4985;Димитровград;Dimitrovgrad;Ябълково;село;Yabalkovo;village;Хасково;Haskovo;87076;25.44114;42.069909;ЯБЪЛКОВОДИМИТРОВГРАД
4986;Димитровград;Dimitrovgrad;Върбица;село;Varbitsa;village;Хасково;Haskovo;76087;25.343021;42.050745;ВЪРБИЦАДИМИТРОВГРАД
4988;Димитровград;Dimitrovgrad;Скобелево;село;Skobelevo;village;Хасково;Haskovo;66831;25.365256;42.095683;СКОБЕЛЕВОДИМИТРОВГРАД
4989;Дряново;Dryanovo;Дряново;град;Dryanovo;town;Габрово;Gabrovo;23947;25.477106;42.979019;ДРЯНОВОДРЯНОВО
4991;Дряново;Dryanovo;Славейково;село;Slaveykovo;village;Габрово;Gabrovo;66977;25.364326;42.997558;СЛАВЕЙКОВОДРЯНОВО
4993;Дряново;Dryanovo;Скалско;село;Skalsko;village;Габрово;Gabrovo;66768;25.378017;42.973375;СКАЛСКОДРЯНОВО
4995;Дряново;Dryanovo;Ритя;село;Ritya;village;Габрово;Gabrovo;62726;25.420792;42.990013;РИТЯДРЯНОВО
4996;Дряново;Dryanovo;Балалея;село;Balaleya;village;Габрово;Gabrovo;2333;25.430935;42.991332;БАЛАЛЕЯДРЯНОВО
4998;Габрово;Gabrovo;Иглика;село;Iglika;village;Габрово;Gabrovo;32233;25.384799;42.959784;ИГЛИКАГАБРОВО
4999;Габрово;Gabrovo;Костенковци;село;Kostenkovtsi;village;Габрово;Gabrovo;38920;25.395571;42.953045;КОСТЕНКОВЦИГАБРОВО
5001;Дряново;Dryanovo;ДолниВърпища;село;DolniVarpishta;village;Габрово;Gabrovo;22352;25.428662;42.936877;ДОЛНИВЪРПИЩАДРЯНОВО
5002;Дряново;Dryanovo;ГорниВърпища;село;GorniVarpishta;village;Габрово;Gabrovo;16479;25.425409;42.929435;ГОРНИВЪРПИЩАДРЯНОВО
5004;Дряново;Dryanovo;Доча;село;Docha;village;Габрово;Gabrovo;23042;25.451927;42.942415;ДОЧАДРЯНОВО
5005;Дряново;Dryanovo;ДолниДрагойча;село;DolniDragoycha;village;Габрово;Gabrovo;22397;25.47332;42.949828;ДОЛНИДРАГОЙЧАДРЯНОВО
5006;Дряново;Dryanovo;Пърша;село;Parsha;village;Габрово;Gabrovo;59152;25.485832;42.946925;ПЪРШАДРЯНОВО
5007;Габрово;Gabrovo;Междени;село;Mezhdeni;village;Габрово;Gabrovo;47706;25.343261;42.953936;МЕЖДЕНИГАБРОВО
5008;Габрово;Gabrovo;Узуните;село;Uzunite;village;Габрово;Gabrovo;75099;25.348528;42.949387;УЗУНИТЕГАБРОВО
5009;Габрово;Gabrovo;Велковци;село;Velkovtsi;village;Габрово;Gabrovo;10536;25.370878;42.939901;ВЕЛКОВЦИГАБРОВО
5011;Габрово;Gabrovo;Ангелов;село;Angelov;village;Габрово;Gabrovo;456;25.367236;42.923526;АНГЕЛОВГАБРОВО
5012;Габрово;Gabrovo;Раховци;село;Rahovtsi;village;Габрово;Gabrovo;62245;25.389523;42.926318;РАХОВЦИГАБРОВО
5013;Габрово;Gabrovo;Тодорчета;село;Todorcheta;village;Габрово;Gabrovo;81637;25.394138;42.92471;ТОДОРЧЕТАГАБРОВО
5014;Габрово;Gabrovo;Беломъжите;село;Belomazhite;village;Габрово;Gabrovo;3650;25.40711;42.925338;БЕЛОМЪЖИТЕГАБРОВО
5015;Габрово;Gabrovo;Харачерите;село;Haracherite;village;Габрово;Gabrovo;77164;25.404376;42.917261;ХАРАЧЕРИТЕГАБРОВО
5016;Габрово;Gabrovo;Донино;село;Donino;village;Габрово;Gabrovo;22959;25.37394;42.909419;ДОНИНОГАБРОВО
5017;Дряново;Dryanovo;Бучуковци;село;Buchukovtsi;village;Габрово;Gabrovo;7185;25.446193;42.917333;БУЧУКОВЦИДРЯНОВО
5018;Трявна;Tryavna;Войниците;село;Voynitsite;village;Габрово;Gabrovo;11956;25.47281;42.903736;ВОЙНИЦИТЕТРЯВНА
5019;Трявна;Tryavna;Бижовци;село;Bizhovtsi;village;Габрово;Gabrovo;4025;25.476486;42.892543;БИЖОВЦИТРЯВНА
5020;Трявна;Tryavna;Стайновци;село;Staynovtsi;village;Габрово;Gabrovo;68624;25.492227;42.899846;СТАЙНОВЦИТРЯВНА
5021;Трявна;Tryavna;Генчовци;село;Genchovtsi;village;Габрово;Gabrovo;56304;25.469017;42.879512;ГЕНЧОВЦИТРЯВНА
5023;Трявна;Tryavna;Веленци;село;Velentsi;village;Габрово;Gabrovo;10344;25.462087;42.870589;ВЕЛЕНЦИТРЯВНА
5024;Габрово;Gabrovo;Торбалъжите;село;Torbalazhite;village;Габрово;Gabrovo;72878;25.417516;42.859611;ТОРБАЛЪЖИТЕГАБРОВО
5026;Габрово;Gabrovo;Ясените;село;Yasenite;village;Габрово;Gabrovo;87607;25.389371;42.868451;ЯСЕНИТЕГАБРОВО
5027;Габрово;Gabrovo;Източник;село;Iztochnik;village;Габрово;Gabrovo;32582;25.387885;42.873795;ИЗТОЧНИКГАБРОВО
5028;Габрово;Gabrovo;Малини;село;Malini;village;Габрово;Gabrovo;46365;25.373015;42.874198;МАЛИНИГАБРОВО
5029;Габрово;Gabrovo;Борики;село;Boriki;village;Габрово;Gabrovo;5400;25.370365;42.873972;БОРИКИГАБРОВО
5030;Габрово;Gabrovo;Стойковци;село;Stoykovtsi;village;Габрово;Gabrovo;70768;25.353219;42.863301;СТОЙКОВЦИГАБРОВО
5031;Трявна;Tryavna;ГорниМаренци;село;GorniMarentsi;village;Габрово;Gabrovo;16585;25.410467;42.83585;ГОРНИМАРЕНЦИТРЯВНА
5032;Габрово;Gabrovo;Орловци;село;Orlovtsi;village;Габрово;Gabrovo;53948;25.36767;42.887173;ОРЛОВЦИГАБРОВО
5033;Габрово;Gabrovo;Иванковци;село;Ivankovtsi;village;Габрово;Gabrovo;32072;25.373601;42.897079;ИВАНКОВЦИГАБРОВО
5035;Габрово;Gabrovo;Брънеците;село;Branetsite;village;Габрово;Gabrovo;6642;25.361275;42.903294;БРЪНЕЦИТЕГАБРОВО
5036;Габрово;Gabrovo;Съботковци;село;Sabotkovtsi;village;Габрово;Gabrovo;70442;25.411235;42.903576;СЪБОТКОВЦИГАБРОВО
